id,timestamp,device,s4mmet1.envtmp.mag.f,s2mmet1.envtmp.mag.f,s3mmet1.envtmp.mag.f,s5mmet1.envtmp.mag.f,tmpcntmmet1.envtmp.mag.f,tmppctmmet1.envtmp.mag.f,s2mmet1.poainsol1.mag.f,s3mmet1.poainsol1.mag.f,s4mmet1.poainsol1.mag.f,s5mmet1.poainsol1.mag.f,tmpcntmmet1.poainsol1.mag.f,tmppctmmet1.poainsol1.mag.f,s4pvstmp1.tmp.mag.f,s2pvstmp1.tmp.mag.f,s3pvstmp1.tmp.mag.f,s5pvstmp1.tmp.mag.f,tmpcntpvstmp1.tmp.mag.f,tmppctpvstmp1.tmp.mag.f
3280175,1/1/2025 22:20,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.273162842,0.539693177,0.132408996,0.223679374,13,100,9.283492766,8.368312836,10.11481762,0.40705645,13,100
3280176,1/1/2025 22:30,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.343241364,0.550226867,0.121936054,0.235451556,12,100,9.145651523,7.287959576,10.69556046,0.725309465,12,100
3280383,1/1/2025 23:00,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.34324646,0.511672974,0.094297929,0.230844622,12,100,9.547118619,7.480118752,10.62296486,0.569939745,14,100
3280388,1/1/2025 22:50,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.360758454,0.462626129,-0.008686329,0.215800808,13,100,9.11249374,7.719246864,10.49485874,0.647598105,13,100
3280593,1/1/2025 23:00,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.301193237,0.536193848,0.079840195,0.244377727,22,100,8.767845983,7.697897911,9.82017231,0.468247228,22,100
3280596,1/1/2025 22:30,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.15753682,0.529205322,0.155701142,0.176605986,13,100,8.512392428,7.258068562,9.615205765,0.553025576,14,100
3280597,1/1/2025 22:40,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.388793945,0.455617279,0.002864622,0.182723417,12,100,8.324504721,7.428872585,9.286398888,0.434582359,12,100
3280804,1/2/2025 1:56,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.416819245,0.501159668,0.004648588,0.233556831,13,100,8.528079391,7.151311398,10.40945625,0.569485984,12,100
3281014,1/2/2025 1:56,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.325719208,0.385543823,0.051752871,0.224669298,13,100,8.004722233,6.023988724,9.18819046,0.564854597,12,100
3281015,1/2/2025 1:06,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.255645752,0.448613495,0.216787413,0.177266875,12,100,7.554147467,6.211876869,9.482829094,0.614176723,12,100
3281223,1/2/2025 1:46,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.255635589,0.354014069,0.081591177,0.144641778,12,100,8.259511058,7.347741604,9.269321442,0.565534855,13,100
3281436,1/2/2025 4:03,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.399286896,0.466125488,-0.002767734,0.245824376,12,100,6.806678203,5.259623051,8.082210541,0.74143829,12,100
3281438,1/2/2025 4:23,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.392303467,0.585261047,-0.025015008,0.285551059,12,100,5.283358301,3.474691868,6.626080036,0.785182329,13,100
3281646,1/2/2025 4:03,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.301198334,0.413574219,0.054236805,0.199759728,13,100,5.068370112,3.884630203,6.677326202,0.606170301,14,100
3281854,1/2/2025 4:43,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.360753387,0.522181213,0.061927964,0.198873132,12,100,6.26487211,5.114439011,7.90713501,0.62946059,14,100
3282063,1/2/2025 7:20,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.346735626,0.399556488,-0.005769736,0.191431447,12,100,6.188063871,4.243322372,7.46303463,0.709682883,13,100
3282273,1/2/2025 7:20,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.322219849,0.371526092,0.050481419,0.192545841,13,100,6.856969706,5.878798485,8.086481094,0.588184349,13,100
3282275,1/2/2025 6:40,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.332733154,0.41708374,0.132156033,0.181378619,13,100,5.619524613,4.678880692,6.942074299,0.55824254,14,100
3282277,1/2/2025 7:00,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.199584961,0.459116608,0.005775566,0.148892395,12,100,3.531037158,2.419958115,4.939363956,0.601706875,11,100
3282485,1/2/2025 6:40,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.143768311,0.791966736,0.383030898,0.167042703,12,100,6.952196209,2.441307068,9.017379761,1.128654918,16,100
3282486,1/2/2025 9:36,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.084218346,0.855041504,0.521402363,0.22468185,13,100,8.156748493,6.596189022,10.56318283,0.83855738,17,100
3282488,1/2/2025 9:56,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.168304443,0.63079834,0.387317428,0.113475411,13,100,9.37113653,-0.172036648,12.91177845,1.818599605,21,100
3282693,1/2/2025 10:06,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.000132243,0.711395264,0.378855594,0.161936114,12,100,10.24135157,6.271658897,14.52163506,1.432922347,19,100
3282694,1/2/2025 10:16,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.080703735,0.683359802,0.426952459,0.168941474,12,100,10.6170994,8.321344376,12.53600216,0.930022335,21,100
3282905,1/2/2025 9:26,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.19984436,0.669347107,0.494040038,0.100485545,12,100,13.42509901,9.92265892,15.35005379,0.957089213,23,100
3283115,1/2/2025 12:13,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.035171509,0.721903503,0.385816655,0.197913559,13,100,16.88431327,10.86209869,28.46376038,2.341421442,23,100
3283117,1/2/2025 12:33,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.006876627,0.721903503,0.381900176,0.182574085,12,100,24.85068756,18.90283775,29.95405197,1.811675447,22,100
3283323,1/2/2025 12:53,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.091217041,0.592254639,0.417196155,0.127879341,13,100,22.11843094,9.282134056,24.69319534,2.478035351,22,100
3283326,1/2/2025 12:23,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.091227211,0.707880676,0.483243539,0.121201331,12,100,24.3425974,15.97776413,29.26228142,1.983237481,24,100
3283327,1/2/2025 12:33,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.161295578,0.82699585,0.567787466,0.156686584,12,100,28.37772158,22.48124313,43.81930923,3.657003655,24,100
3283328,1/2/2025 12:43,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.024398804,0.613286316,0.295414955,0.140673706,11,100,26.38934383,24.11672401,28.53635406,1.015718138,21,100
3283533,1/2/2025 12:53,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.066452026,0.637812316,0.354312082,0.162483913,13,100,24.37773231,16.40478706,34.95442963,2.47959865,23,100
3283747,1/2/2025 15:20,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.063186646,0.574732482,0.366951837,0.156236451,11,100,21.36930339,5.323676109,27.43464661,2.811351443,23,100
3283956,1/2/2025 15:10,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.059687298,0.529190063,0.31509704,0.108827221,13,100,14.92332699,7.31785059,18.31782532,1.814080479,20,100
3284374,1/2/2025 18:36,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.259150177,0.375035614,0.056017483,0.162664471,13,100,9.864545404,8.457986832,10.87917709,0.614833875,14,100
3284793,1/2/2025 18:26,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.080454506,0.497660309,0.221545399,0.161215412,12,100,9.896648442,8.03096962,11.54105663,0.691716369,13,100
3285007,1/2/2025 20:53,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.346740723,0.473134369,0.0977664,0.179135504,12,100,11.02091949,9.619477272,12.51892471,0.52332589,13,100
3285008,1/2/2025 21:03,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.31872049,0.347005218,0.032592402,0.155249462,14,100,11.15160279,9.884225845,12.14741898,0.475962378,12,100
3285216,1/2/2025 20:43,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.294189453,0.445098877,0.191626418,0.209791975,11,100,10.18641885,8.731276512,11.64780807,0.678731511,11,100
3285423,1/2/2025 21:13,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.297693878,0.378529876,0.030279206,0.171921294,12,100,9.955526485,8.180425644,11.24641132,0.685264027,13,100
3285424,1/2/2025 21:23,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.360758454,0.406575531,0.020536483,0.212771854,13,100,10.01581634,8.987488747,11.50689507,0.550679074,13,100
3285426,1/2/2025 23:30,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.234614059,0.417073578,0.122364101,0.137424917,12,100,9.967438743,8.654417038,11.1909008,0.54633301,12,100
3285847,1/2/2025 23:40,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.248636886,0.452123016,0.163415074,0.197401572,13,100,10.58574634,9.183918953,11.60083866,0.527526617,12,100
3285848,1/2/2025 23:50,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.273167938,0.4871521,0.055350307,0.172160864,13,100,10.59304257,8.859382629,12.23709202,0.711381762,13,100
3286055,1/3/2025 2:06,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.273167938,0.473139435,0.134329042,0.187753505,13,100,10.84110674,9.786010742,12.25844097,0.588891591,13,100
3286057,1/3/2025 2:26,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.353739411,0.476628631,0.073776724,0.252733221,12,100,11.26282863,10.07211304,12.01504135,0.472504829,12,100
3286058,1/3/2025 2:36,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.322214752,0.511683166,0.065340451,0.205971836,14,100,10.97526155,9.581044197,12.23709202,0.574398746,13,100
3286267,1/3/2025 2:26,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.325714111,0.462605804,0.071976975,0.188777528,12,100,11.48656417,9.952548981,12.71962547,0.588603964,13,100
3286474,1/3/2025 2:56,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.343231201,0.546707153,0.202257864,0.189767234,12,100,11.66857325,10.33686829,13.21496582,0.699408552,15,100
3286476,1/3/2025 2:16,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.318715423,0.476633698,0.133437887,0.150144139,14,100,12.08829003,9.854333878,13.46690083,0.675519637,14,100
3286683,1/3/2025 5:33,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.304712921,0.403066009,0.036946715,0.204462004,11,100,11.33473267,9.491371155,12.50611115,0.729835696,13,100
3286687,1/3/2025 5:13,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.234624222,0.431096405,0.103099009,0.155859541,12,100,11.28370273,9.751848221,12.46341324,0.575523302,14,100
3286898,1/3/2025 5:23,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.458862305,0.494155884,0.07591499,0.239593251,12,100,10.79015685,8.906357765,12.19865894,0.609301274,12,100
3287103,1/3/2025 5:33,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.171569824,0.480143219,0.178482594,0.173382385,11,100,10.88358066,9.764661789,11.90402031,0.608195597,12,100
3287314,1/3/2025 8:30,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.231119797,0.427581787,0.063567514,0.190736945,13,100,10.13197856,8.991760254,11.24641132,0.590271033,11,100
3287317,1/3/2025 8:00,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.269668579,0.441594452,0.0114113,0.186763241,13,100,8.734126367,7.979730129,9.837256432,0.397343006,12,100
3287525,1/3/2025 7:40,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.028157553,0.809473693,0.257670655,0.177546959,12,100,9.449503496,5.451782227,19.65866089,2.116708089,21,100
3287526,1/3/2025 7:50,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.125991821,0.637812316,0.2522729,0.152480097,14,100,10.03849824,3.824848175,20.16680908,2.094411086,21,100
3287527,1/3/2025 8:00,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.042175293,0.588750184,0.328207335,0.128500584,12,100,10.50731095,6.809697151,18.32209587,1.822607778,23,100
3287733,1/3/2025 8:20,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.066691078,0.774449646,0.369444968,0.186121166,12,100,11.04875137,-4.109139442,22.30189514,3.056691959,17,100
3287738,1/3/2025 10:56,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.066696167,0.893580139,0.424918015,0.196300586,12,100,12.40327406,6.203334808,14.59850121,1.531055848,20,100
3288156,1/3/2025 10:36,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.010391235,0.820002258,0.398028174,0.223213084,12,100,17.57643535,3.64123106,29.6124382,3.141741268,22,100
3288158,1/3/2025 10:56,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.073710121,0.728907287,0.517555385,0.180963009,14,100,18.39263201,9.247972488,37.20908356,4.150989232,23,100
3288363,1/3/2025 11:06,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.14702861,0.742930114,0.404265295,0.205816737,12,100,17.40915527,4.465372562,29.79178238,3.603173473,25,100
3288364,1/3/2025 14:03,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.035166424,0.581746399,0.381446991,0.147524216,13,100,17.20939984,8.560472488,27.31508255,2.151363919,22,100
3288368,1/3/2025 13:43,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.052693684,0.746424377,0.362669407,0.153622509,13,100,20.14399679,4.734391689,24.96221542,2.9951285,23,100
3288575,1/3/2025 13:13,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.010386149,0.571233094,0.318091383,0.165239042,13,100,20.5449979,6.301549911,30.74830246,2.876679647,25,100
3288578,1/3/2025 13:43,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.024653116,0.697377503,0.351326852,0.179305818,13,100,19.67866038,12.7964859,26.72579765,1.780191265,20,100
3288994,1/3/2025 16:50,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.069956459,0.592254639,0.329326417,0.15648252,13,100,15.99320469,13.84694862,30.44939232,2.487094476,23,100
3288996,1/3/2025 16:10,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.024403891,0.707880676,0.259156633,0.202000694,12,100,14.46470759,9.606664658,19.12915802,1.896206044,20,100
3288998,1/3/2025 16:30,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.038655598,0.739425659,0.303649355,0.169099824,14,100,12.64400892,7.061638355,20.12410355,1.831782249,17,100
3289208,1/3/2025 16:30,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.273173004,0.452123016,0.087603214,0.188844091,13,100,11.53764967,10.26427269,12.97583199,0.532491825,14,100
3289413,1/3/2025 16:40,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.255645752,0.539708436,0.112362134,0.175044017,12,100,11.3713229,10.22583961,12.69399929,0.553437825,13,100
3289417,1/3/2025 16:20,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.262659699,0.452112824,0.051438031,0.193648785,13,100,10.72131895,9.247972488,11.98515129,0.696923341,12,100
3289624,1/3/2025 19:36,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.269668579,0.311965942,-0.071202345,0.150230075,12,100,10.3246914,8.987488747,11.45564842,0.463604916,14,100
3289836,1/3/2025 18:56,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.34673056,0.448613495,-0.007881678,0.227448308,13,100,9.300084758,7.83026886,10.65712738,0.612461395,13,100
3290044,1/3/2025 19:36,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.332717896,0.382039398,0.044574333,0.138487263,11,100,9.272356134,7.855895042,10.63150692,0.655874658,12,100
3290047,1/3/2025 21:53,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.213597611,0.304951996,0.031125529,0.136212606,12,100,9.019557923,8.176154137,9.944007874,0.472478805,12,100
3265478,12/30/2024 1:23,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.234614059,0.420588166,0.075601822,0.185742464,13,100,2.574081993,1.484788418,3.876088142,0.464177118,13,100
3265683,12/30/2024 1:33,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.343236297,0.385548919,0.078619053,0.189111312,13,100,2.755855084,1.694031715,4.174998283,0.688175052,13,100
3265685,12/30/2024 0:53,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.336247772,0.452102661,0.033800207,0.198087848,12,100,2.99781178,1.668405533,4.1493783,0.597424092,13,100
3265686,12/30/2024 1:03,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.301188141,0.385528564,0.134582483,0.147827335,13,100,2.749006616,2.146667957,3.303887844,0.290177149,12,100
3266103,12/30/2024 1:33,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.332733154,0.473134369,-0.091157826,0.195696532,13,100,3.122860063,2.074072838,4.512347698,0.52366551,14,100
3266105,12/30/2024 0:53,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.287175506,0.42759195,0.141725318,0.190515537,13,100,3.656603758,2.24488306,4.644718647,0.606256869,12,100
3266107,12/30/2024 4:00,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.308207184,0.375030518,-0.042776959,0.179671526,11,100,2.472525279,1.476252556,4.482456684,0.737628391,14,100
3266316,12/30/2024 3:50,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.371266693,0.311965942,0.03544324,0.202618409,13,100,2.519456192,1.027881145,3.286803722,0.494807293,11,100
3266527,12/30/2024 4:00,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.444844574,0.350494385,-0.073792639,0.2343242,11,100,3.335578917,2.343098164,4.683151722,0.612109635,12,100
3266945,12/30/2024 6:26,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.290690094,0.399546295,0.108140509,0.147242165,13,100,3.899435534,2.428500175,5.511564255,0.595927537,14,100
3267366,12/30/2024 9:23,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.154291794,0.823496521,0.383307924,0.144709402,13,100,4.486539551,2.556606293,5.99836874,0.624444011,13,100
3267368,12/30/2024 9:43,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.007141113,0.788472474,0.369549621,0.192441713,12,100,4.944745802,-2.213180065,11.73748016,2.166271212,22,100
3267573,12/30/2024 9:53,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.091227211,0.890070617,0.43180831,0.182291685,14,100,4.715055925,-5.945316792,7.044560432,2.002767978,18,100
3267576,12/30/2024 9:23,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.311950684,0.823506653,0.566930085,0.133102787,13,100,6.793349453,-5.514029503,19.32985306,2.871390538,23,100
3267785,12/30/2024 9:13,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.126261398,0.862040222,0.487965222,0.183535205,12,100,7.775264073,-4.980256081,11.79726219,2.441773488,21,100
3267788,12/30/2024 9:43,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.150797531,0.823511779,0.553627165,0.133965398,12,100,9.776309084,3.086108685,20.26075363,2.43822567,22,100
3267993,12/30/2024 12:40,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.073699951,0.742924988,0.39794557,0.162998462,12,100,10.34770046,3.594255924,12.33957863,1.375441697,23,100
3267995,12/30/2024 12:00,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.084223427,0.820007324,0.575569362,0.190246221,12,100,11.53513636,7.949839115,19.69708824,1.689430557,20,100
3267998,12/30/2024 12:30,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.164800003,0.686859131,0.418562173,0.12412104,12,83.33416748,22.61914658,18.8003521,33.22927475,2.089494272,22,90.90909091
3268416,12/30/2024 12:10,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.03868103,0.805989563,0.352172937,0.219259076,12,100,27.74687443,20.92263222,30.84651756,1.315614109,17,100
3268418,12/30/2024 15:16,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.161310837,0.700866699,0.447399085,0.186715583,11,100,28.81218246,24.26618004,36.79059982,1.60375723,21,100
3268624,12/30/2024 15:36,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.104990639,0.693873107,0.389192121,0.206155943,12,100,28.87935618,24.54801178,38.32786942,1.978932065,21,100
3268626,12/30/2024 14:56,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.028162638,0.714894593,0.439631809,0.178002534,13,100,27.60372525,24.39855003,39.61745834,2.391539018,19,100
3269045,12/30/2024 14:46,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.066691078,0.707880676,0.359331663,0.180974475,13,100,8.372425868,6.045337677,10.21729755,1.087523808,18,100
3269047,12/30/2024 17:53,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.1645457,0.567733765,0.232637631,0.186128005,11,100,5.87905675,4.311646461,7.591140747,0.835121698,12,100
3269253,12/30/2024 18:13,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.245137528,0.56072998,0.089164967,0.198725562,13,100,4.289613622,3.017784595,5.857449532,0.632562893,13,100
3269463,12/30/2024 18:13,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.252141327,0.445098877,0.101889208,0.210261089,12,100,3.070468937,1.185878277,4.721584797,0.741888113,13,100
3269673,12/30/2024 18:13,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.371281952,0.396046966,-0.005549893,0.219189775,13,100,2.492875569,0.797295094,4.00419426,0.647873012,12,100
3269675,12/30/2024 20:20,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.164550781,0.410059601,0.095628353,0.173981547,12,100,2.059319943,1.109012127,3.372205734,0.523839341,12,100
3270303,12/30/2024 21:00,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.308191925,0.43460083,0.016689726,0.245175162,12,100,2.45466818,0.263521671,3.701013088,0.772791748,12,100
3270516,12/30/2024 23:16,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.080459595,0.182317093,0.047636459,0.07284311,12,100,3.065437696,1.446361542,4.354350567,0.779140509,15,100
3270723,12/30/2024 23:46,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.33623758,0.466125488,-0.023372128,0.210482687,12,100,3.170864949,1.907539845,4.708771706,0.607615342,13,100
3270724,12/30/2024 23:56,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.308207184,0.511672974,-0.058624683,0.197700376,12,100,3.181124694,1.822131634,4.017007351,0.558733387,13,100
3270938,12/31/2024 2:23,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.227620438,0.543212891,0.194344697,0.249479697,13,100,2.745296781,0.908317089,4.465372562,0.721286186,14,100
3271144,12/31/2024 2:43,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.35025534,0.392542511,-0.024776946,0.203147942,13,100,2.812730795,1.937430859,3.893172264,0.355425676,11,100
3271146,12/31/2024 2:03,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.266164154,0.511683166,0.030329568,0.223261623,12,100,2.968314531,1.553112507,4.264677525,0.62813447,14,100
3271147,12/31/2024 2:13,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.399291992,0.392552704,0.043879704,0.189767934,12,100,3.52449135,2.46693325,4.456830502,0.479241567,12,100
3271148,12/31/2024 2:23,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.301198334,0.378540039,0.108141112,0.19750908,13,100,2.977011074,2.056994915,4.384241581,0.512221285,11,100
3271353,12/31/2024 2:33,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.388788849,0.41007486,0.061878391,0.226400405,12,100,3.188346796,1.326791286,4.691693783,0.659822873,12,100
3271354,12/31/2024 2:43,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.329228729,0.473139435,0.087922347,0.210309735,12,100,2.985348533,1.843486786,4.704500675,0.560283251,13,100
3271356,12/31/2024 2:03,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.32572937,0.466125488,0.086585243,0.217609315,12,100,3.125433578,1.813595772,4.806986809,0.732748982,14,100
3271358,12/31/2024 5:10,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.367762238,0.417073578,0.029928646,0.241904112,13,100,3.135517419,1.685489655,4.546503544,0.491472958,15,100
3271563,12/31/2024 5:20,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.371271759,0.445103973,0.089219001,0.215259802,12,100,3.478106639,2.492553234,4.170733452,0.430246007,13,100
3271564,12/31/2024 5:30,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.304692596,0.490646362,0.129919421,0.220083507,12,100,3.198012577,1.42927742,4.401319504,0.674659813,13,100
3271566,12/31/2024 4:50,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.276677459,0.473134369,0.104381008,0.164910996,13,100,3.498962157,2.428500175,5.131523132,0.460444884,13,100
3271568,12/31/2024 5:10,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.346745819,0.406555176,0.042425467,0.208917401,14,100,3.6723317,2.415687084,4.550774574,0.613898208,12,100
3271776,12/31/2024 4:50,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.259150177,0.353993744,0.044300341,0.157383539,12,100,3.843617002,2.005754948,5.093090057,0.759238854,16,100
3271986,12/31/2024 7:36,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.332717896,0.389038086,0.041402378,0.148820256,13,100,3.906809473,2.219263077,5.259623051,0.582175921,14,100
3272195,12/31/2024 7:26,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.164555863,0.424082428,0.168140069,0.158696256,12,100,3.901168187,1.890455723,5.246816158,0.755649469,13,100
3272198,12/31/2024 7:56,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,-0.311701447,0.662322998,0.107733635,0.246502166,13,100,4.103463078,2.804276466,5.003417015,0.496544902,12,100
3272406,12/31/2024 7:36,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.36100769,0.798975646,0.558719224,0.091201906,12,100,4.390657155,3.363669872,6.088041782,0.635764349,14,100
3272616,12/31/2024 10:23,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.329483032,0.932133973,0.585645706,0.148130372,12,100,8.224837118,5.900153637,13.57792854,1.349357571,22,100
3272617,12/31/2024 10:33,PARK_ECP001_S3_METEOSTA001,0,0,0,0,0,0,0.045674641,0.879562378,0.408754142,0.250033079,12,100,8.656756666,5.588430405,11.609375,1.226036087,22,100
