timestamp,id,device,s2dinv1.encltmp.mag.f,s3dinv1.encltmp.mag.f,s4dinv1.encltmp.mag.f,s5dinv1.encltmp.mag.f,tmpcntdinv1.encltmp.mag.f,tmppctdinv1.encltmp.mag.f,s4dinv1.heatsinktmp.mag.f,s2dinv1.heatsinktmp.mag.f,s3dinv1.heatsinktmp.mag.f,s5dinv1.heatsinktmp.mag.f,tmpcntdinv1.heatsinktmp.mag.f,tmppctdinv1.heatsinktmp.mag.f,s4mmdc1.amp.mag.f,s2mmdc1.amp.mag.f,s3mmdc1.amp.mag.f,s5mmdc1.amp.mag.f,tmpcntmmdc1.amp.mag.f,tmppctmmdc1.amp.mag.f,s4mmdc1.vol.mag.f,s2mmdc1.vol.mag.f,s3mmdc1.vol.mag.f,s5mmdc1.vol.mag.f,tmpcntmmdc1.vol.mag.f,tmppctmmdc1.vol.mag.f,s4mmdc1.watt.mag.f,s2mmdc1.watt.mag.f,s3mmdc1.watt.mag.f,s5mmdc1.watt.mag.f,tmpcntmmdc1.watt.mag.f,tmppctmmdc1.watt.mag.f,s4mmxu1.totw.mag.f,s2mmxu1.totw.mag.f,s3mmxu1.totw.mag.f,s5mmxu1.totw.mag.f,tmpcntmmxu1.totw.mag.f,tmppctmmxu1.totw.mag.f
2024-12-30 18:03:20,6101397,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.792210015,,,0.003534176,0,,0.0,,,0.0,0,,1.032581329,0.904464722,1.331520081,0.187774903,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-30 20:20:00,6101814,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.755481777,,,0.003534176,0,,0.0,,,0.0,0,,1.324949265,-1.197767258,1.824235916,0.708689463,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-30 20:40:00,6101816,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.730996284,,,0.003534176,0,,0.0,,,0.0,0,,1.627190125,-0.868725657,1.988458633,0.662310601,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-30 20:50:00,6101817,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.718753538,,,0.003534176,0,,0.0,,,0.0,0,,1.663294692,-0.671751618,1.922750473,0.702613005,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-30 20:20:00,6102234,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.6820253,,,0.003534176,0,,0.0,,,0.0,0,,1.188265035,-0.868848324,2.316904068,1.024326842,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-30 23:06:40,6103074,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.618123282,,,0.001061307,0,,0.0,,,0.0,0,,1.646826375,1.594257355,1.659965515,0.024872541,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-30 23:16:40,6103075,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.614446807,,,0.001061307,0,,0.0,,,0.0,0,,1.594257355,1.594257355,1.594257355,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-30 23:46:40,6103492,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.607343645,,,0.000978518,0,,0.0,,,0.0,0,,1.535235071,-0.90126276,2.218389511,0.649365213,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-30 23:26:40,6103496,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.593784899,,,0.000978518,0,,0.0,,,0.0,0,,1.623826475,1.594262481,1.627111435,0.008895752,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-30 23:16:40,6103915,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.57787223,,,0.000965341,0,,0.0,,,0.0,0,,1.808684325,-0.540234089,2.152681351,0.618072774,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-31 02:33:20,6104332,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.565246116,,,0.000994489,0,,0.0,,,0.0,0,,1.61110085,1.462888718,2.152681351,0.273267275,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-31 02:03:20,6104335,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.554911086,,,0.000994489,0,,0.0,,,0.0,0,,1.577843082,1.430034637,1.725673676,0.085443344,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-31 01:53:20,6104754,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.537686035,,,0.000994489,0,,0.0,,,0.0,0,,0.800695699,-1.427037835,2.054166794,1.353329178,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-31 02:03:20,6104755,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.534241025,,,0.000994489,0,,0.0,,,0.0,0,,2.021312714,2.021312714,2.021312714,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-31 02:23:20,6104757,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.527351005,,,0.000994489,0,,0.0,,,0.0,0,,1.23295784,1.23295784,1.23295784,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-31 05:10:00,6105177,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.506680944,,,0.000994489,0,,0.0,,,0.0,0,,1.462888718,1.462888718,1.462888718,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-31 04:50:00,6105595,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.492978431,,,0.000966183,0,,0.0,,,0.0,0,,1.466177201,-0.96783638,1.758527756,0.641321626,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
2024-12-31 05:30:00,6106013,NARB_ECP001_S3_SHL001Inverter01,,,0.0,0.0,0,,2.495624781,,,0.0,0,,0.0,,,0.0,0,,1.564759408,-0.901713014,2.054166794,0.668795573,10,100.0,0.0,0.0,0.0,0.0,10,100.0,0.0,0.0,0.0,0.0,10,100.0
