Time,sanitized_timestamp_for_iri,s4DINV.EnclTmp.mag.f,s4DINV.HeatSinkTmp.mag.f,s4MMDC.Amp.mag.f,s4MMDC.Vol.mag.f,s4MMDC.Watt.mag.f,s4MMXU.TotW.mag.f
2024-06-26T15:30:00,20240626153000,34.1,3.25,311.0,580.0,183887.0,176527.0
2024-06-26T15:40:00,20240626154000,34.0,3.24,291.0,579.0,173723.0,166609.0
2024-06-26T15:50:00,20240626155000,33.9,3.23,272.0,579.0,163748.0,156859.0
2024-06-26T16:00:00,20240626160000,33.8,3.22,252.0,587.0,153984.0,147338.0
2024-06-26T16:10:00,20240626161000,33.8,3.21,227.0,590.0,140973.0,134685.0
2024-06-26T16:20:00,20240626162000,33.6,3.19,211.0,588.0,132113.0,126091.0
2024-06-26T16:30:00,20240626163000,33.4,3.18,187.0,588.0,118259.0,112688.0
2024-06-26T16:40:00,20240626164000,33.2,3.17,162.0,594.0,104876.0,99780.0
2024-06-26T16:50:00,20240626165000,33.0,3.15,148.0,584.0,95927.0,91167.0
2024-06-26T17:00:00,20240626170000,32.8,3.14,129.0,594.0,86668.0,81974.0
2024-06-26T17:10:00,20240626171000,32.6,3.13,112.0,591.0,76838.0,72102.0
2024-06-26T17:20:00,20240626172000,32.4,3.12,96.7,588.0,67664.0,63022.0
2024-06-26T17:30:00,20240626173000,32.2,3.1,80.3,588.0,58811.0,54393.0
2024-06-26T17:40:00,20240626174000,31.9,3.09,64.2,583.0,48991.0,44958.0
2024-06-26T17:50:00,20240626175000,31.7,3.08,49.3,578.0,40348.0,36750.0
2024-06-26T18:00:00,20240626180000,31.5,3.06,37.1,575.0,33535.0,29997.0
2024-06-26T18:10:00,20240626181000,31.3,3.05,28.7,569.0,28685.0,25226.0
2024-06-26T18:20:00,20240626182000,31.1,3.04,21.5,561.0,24123.0,20885.0
2024-06-26T18:30:00,20240626183000,30.9,3.03,14.8,557.0,19895.0,16980.0
2024-06-26T18:40:00,20240626184000,30.2,3.01,9.33,551.0,16918.0,14295.0
2024-06-26T18:50:00,20240626185000,29.7,2.98,2.18,559.0,8054.0,6750.0
2024-06-26T19:00:00,20240626190000,29.7,2.95,0.0,558.0,0.0,0.0
2024-06-26T19:10:00,20240626191000,29.7,2.94,0.0,478.0,0.0,0.0
2024-06-26T19:20:00,20240626192000,29.4,2.93,0.0,368.0,0.0,0.0
2024-06-26T19:30:00,20240626193000,29.0,2.93,0.0,235.0,0.0,0.0
2024-06-26T19:40:00,20240626194000,28.7,2.93,0.0,117.0,0.0,0.0
2024-06-26T19:50:00,20240626195000,28.3,2.92,0.0,42.3,0.0,0.0
2024-06-26T20:00:00,20240626200000,28.0,2.92,0.0,12.1,0.0,0.0
2024-06-26T20:10:00,20240626201000,28.7,2.92,0.0,4.55,0.0,0.0
2024-06-26T20:20:00,20240626202000,28.9,2.91,0.0,4.15,0.0,0.0
2024-06-26T20:30:00,20240626203000,28.9,2.91,0.0,2.65,0.0,0.0
2024-06-26T20:40:00,20240626204000,29.1,2.91,0.0,1.42,0.0,0.0
2024-06-26T20:50:00,20240626205000,28.0,2.9,0.0,1.42,0.0,0.0
2024-06-26T21:00:00,20240626210000,28.6,2.9,0.0,1.83,0.0,0.0
2024-06-26T21:10:00,20240626211000,28.4,2.9,0.0,2.17,0.0,0.0
2024-06-26T21:20:00,20240626212000,28.7,2.9,0.0,2.17,0.0,0.0
2024-06-26T21:30:00,20240626213000,29.5,2.89,0.0,2.23,0.0,0.0
2024-06-26T21:40:00,20240626214000,28.7,2.89,0.0,2.27,0.0,0.0
2024-06-26T21:50:00,20240626215000,28.7,2.89,0.0,2.27,0.0,0.0
2024-06-26T22:00:00,20240626220000,28.7,2.88,0.0,2.26,0.0,0.0
2024-06-26T22:10:00,20240626221000,28.7,2.88,0.0,2.24,0.0,0.0
2024-06-26T22:20:00,20240626222000,28.6,2.88,0.0,2.24,0.0,0.0
2024-06-26T22:30:00,20240626223000,28.5,2.87,0.0,1.99,0.0,0.0
2024-06-26T22:40:00,20240626224000,28.4,2.87,0.0,1.78,0.0,0.0
2024-06-26T22:50:00,20240626225000,28.1,2.87,0.0,1.78,0.0,0.0
2024-06-26T23:00:00,20240626230000,28.4,2.87,0.0,2.18,0.0,0.0
2024-06-26T23:10:00,20240626231000,28.7,2.86,0.0,2.5,0.0,0.0
2024-06-26T23:20:00,20240626232000,28.8,2.86,0.0,2.5,0.0,0.0
2024-06-26T23:30:00,20240626233000,28.7,2.87,0.0,2.16,0.0,0.0
2024-06-26T23:40:00,20240626234000,28.6,2.87,0.0,1.88,0.0,0.0
2024-06-26T23:50:00,20240626235000,28.5,2.87,0.0,1.88,0.0,0.0
2024-06-27T00:00:00,20240627000000,28.3,2.87,0.0,1.97,0.0,0.0
2024-06-27T00:10:00,20240627001000,28.3,2.87,0.0,2.04,0.0,0.0
2024-06-27T00:20:00,20240627002000,28.3,2.87,0.0,2.04,0.0,0.0
2024-06-27T00:30:00,20240627003000,28.4,2.87,0.0,2.35,0.0,0.0
2024-06-27T00:40:00,20240627004000,28.3,2.87,0.0,2.6,0.0,0.0
2024-06-27T00:50:00,20240627005000,28.3,2.87,0.0,2.6,0.0,0.0
2024-06-27T01:00:00,20240627010000,28.3,2.87,0.0,2.15,0.0,0.0
2024-06-27T01:10:00,20240627011000,28.3,2.87,0.0,1.78,0.0,0.0
2024-06-27T01:20:00,20240627012000,28.3,2.87,0.0,1.78,0.0,0.0
2024-06-27T01:30:00,20240627013000,28.3,2.87,0.0,1.91,0.0,0.0
2024-06-27T01:40:00,20240627014000,28.3,2.93,0.0,2.01,0.0,0.0
2024-06-27T01:50:00,20240627015000,28.3,2.94,0.0,2.01,0.0,0.0
2024-06-27T02:00:00,20240627020000,28.3,2.94,0.0,1.94,0.0,0.0
2024-06-27T02:10:00,20240627021000,28.3,2.95,0.0,1.88,0.0,0.0
2024-06-27T02:20:00,20240627022000,28.3,2.95,0.0,1.88,0.0,0.0
2024-06-27T02:30:00,20240627023000,28.3,2.96,0.0,1.79,0.0,0.0
2024-06-27T02:40:00,20240627024000,28.5,3.04,0.0,1.68,0.0,0.0
2024-06-27T02:50:00,20240627025000,28.5,3.04,0.0,1.68,0.0,0.0
2024-06-27T03:00:00,20240627030000,28.6,3.05,0.0,1.74,0.0,0.0
2024-06-27T03:10:00,20240627031000,28.6,3.06,0.0,1.81,0.0,0.0
2024-06-27T03:20:00,20240627032000,28.6,3.07,0.0,1.81,0.0,0.0
2024-06-27T03:30:00,20240627033000,28.6,3.08,0.0,2.18,0.0,0.0
2024-06-27T03:40:00,20240627034000,28.9,3.04,0.0,2.63,0.0,0.0
2024-06-27T03:50:00,20240627035000,28.9,3.04,0.0,7.08,0.0,0.0
2024-06-27T04:00:00,20240627040000,29.0,3.05,0.0,28.0,0.0,0.0
2024-06-27T04:10:00,20240627041000,29.0,3.06,0.0,91.6,0.0,0.0
