Time,sanitized_timestamp_for_iri,s4MMET.POAInsol1.mag.f
2024-06-27T05:10:00,20240627051000,-0.651
2024-06-27T05:20:00,20240627052000,-0.596
2024-06-27T05:30:00,20240627053000,-0.506
2024-06-27T05:40:00,20240627054000,-0.484
2024-06-27T05:50:00,20240627055000,-0.466
2024-06-27T06:00:00,20240627060000,-0.499
2024-06-27T06:10:00,20240627061000,-0.59
2024-06-27T06:20:00,20240627062000,-0.552
2024-06-27T06:30:00,20240627063000,-0.469
2024-06-27T06:40:00,20240627064000,-0.441
2024-06-27T06:50:00,20240627065000,-0.517
2024-06-27T07:00:00,20240627070000,-0.409
2024-06-27T07:10:00,20240627071000,-0.455
2024-06-27T07:20:00,20240627072000,-0.365
2024-06-27T07:30:00,20240627073000,-0.55
2024-06-27T07:40:00,20240627074000,-0.458
2024-06-27T07:50:00,20240627075000,-0.414
2024-06-27T08:00:00,20240627080000,-0.389
2024-06-27T08:10:00,20240627081000,-0.538
2024-06-27T08:20:00,20240627082000,-0.255
2024-06-27T08:30:00,20240627083000,-0.37
2024-06-27T08:40:00,20240627084000,-0.421
2024-06-27T08:50:00,20240627085000,-0.491
2024-06-27T09:00:00,20240627090000,-0.31
2024-06-27T09:10:00,20240627091000,-0.56
2024-06-27T09:20:00,20240627092000,-0.374
2024-06-27T09:30:00,20240627093000,-0.364
2024-06-27T09:40:00,20240627094000,-0.401
2024-06-27T09:50:00,20240627095000,-0.346
2024-06-27T10:00:00,20240627100000,-0.429
2024-06-27T10:10:00,20240627101000,-0.219
2024-06-27T10:20:00,20240627102000,-0.344
2024-06-27T10:30:00,20240627103000,-0.23
2024-06-27T10:40:00,20240627104000,-0.419
2024-06-27T10:50:00,20240627105000,-0.414
2024-06-27T11:00:00,20240627110000,-0.287
2024-06-27T11:10:00,20240627111000,-0.397
2024-06-27T11:20:00,20240627112000,-0.0838
2024-06-27T11:30:00,20240627113000,-0.27
2024-06-27T11:40:00,20240627114000,-0.291
2024-06-27T11:50:00,20240627115000,-0.38
2024-06-27T12:00:00,20240627120000,-0.334
2024-06-27T12:10:00,20240627121000,-0.212
2024-06-27T12:20:00,20240627122000,-0.317
2024-06-27T12:30:00,20240627123000,-0.308
2024-06-27T12:40:00,20240627124000,-0.346
2024-06-27T12:50:00,20240627125000,-0.459
2024-06-27T13:00:00,20240627130000,-0.361
2024-06-27T13:10:00,20240627131000,-0.362
2024-06-27T13:20:00,20240627132000,-0.275
2024-06-27T13:30:00,20240627133000,-0.288
2024-06-27T13:40:00,20240627134000,-0.377
2024-06-27T13:50:00,20240627135000,-0.238
2024-06-27T14:00:00,20240627140000,-0.16
2024-06-27T14:10:00,20240627141000,-0.238
2024-06-27T14:20:00,20240627142000,-0.0781
2024-06-27T14:30:00,20240627143000,-0.336
2024-06-27T14:40:00,20240627144000,-0.375
2024-06-27T14:50:00,20240627145000,-0.173
2024-06-27T15:00:00,20240627150000,-0.287
2024-06-27T15:10:00,20240627151000,-0.172
2024-06-27T15:20:00,20240627152000,-0.143
2024-06-27T15:30:00,20240627153000,-0.0924
2024-06-27T15:40:00,20240627154000,-0.168
2024-06-27T15:50:00,20240627155000,-0.134
2024-06-27T16:00:00,20240627160000,-0.151
2024-06-27T16:10:00,20240627161000,-0.218
2024-06-27T16:20:00,20240627162000,-0.197
2024-06-27T16:30:00,20240627163000,-0.432
2024-06-27T16:40:00,20240627164000,-0.331
2024-06-27T16:50:00,20240627165000,-0.173
2024-06-27T17:00:00,20240627170000,-0.174
2024-06-27T17:10:00,20240627171000,-0.275
2024-06-27T17:20:00,20240627172000,-0.461
2024-06-27T17:30:00,20240627173000,-0.261
2024-06-27T17:40:00,20240627174000,-0.237
2024-06-27T17:50:00,20240627175000,-0.387
2024-06-27T18:00:00,20240627180000,-0.444
2024-06-27T18:10:00,20240627181000,-0.33
2024-06-27T18:20:00,20240627182000,-0.363
2024-06-27T18:30:00,20240627183000,-0.508
2024-06-27T18:40:00,20240627184000,-0.514
2024-06-27T18:50:00,20240627185000,-0.309
2024-06-27T19:00:00,20240627190000,-0.528
2024-06-27T19:10:00,20240627191000,-0.337
2024-06-27T19:20:00,20240627192000,-0.419
2024-06-27T19:30:00,20240627193000,-0.387
2024-06-27T19:40:00,20240627194000,-0.942
2024-06-27T19:50:00,20240627195000,-1.04
2024-06-27T20:00:00,20240627200000,-1.16
2024-06-27T20:10:00,20240627201000,-1.19
2024-06-27T20:20:00,20240627202000,-1.11
2024-06-27T20:30:00,20240627203000,-1.06
2024-06-27T20:40:00,20240627204000,-1.21
2024-06-27T20:50:00,20240627205000,-1.06
2024-06-27T21:00:00,20240627210000,-1.14
2024-06-27T21:10:00,20240627211000,-1.14
2024-06-27T21:20:00,20240627212000,-1.2
2024-06-27T21:30:00,20240627213000,-1.06
2024-06-27T21:40:00,20240627214000,-1.34
2024-06-27T21:50:00,20240627215000,-1.25
2024-06-27T22:00:00,20240627220000,-1.37
2024-06-27T22:10:00,20240627221000,-1.07
2024-06-27T22:20:00,20240627222000,-1.06
2024-06-27T22:30:00,20240627223000,-1.23
2024-06-27T22:40:00,20240627224000,-1.2
2024-06-27T22:50:00,20240627225000,-0.987
2024-06-27T23:00:00,20240627230000,-1.33
2024-06-27T23:10:00,20240627231000,-1.04
2024-06-27T23:20:00,20240627232000,-1.29
2024-06-27T23:30:00,20240627233000,-1.28
2024-06-27T23:40:00,20240627234000,-1.13
2024-06-27T23:50:00,20240627235000,-1.13
2024-06-28T00:00:00,20240628000000,-1.18
2024-06-28T00:10:00,20240628001000,-1.09
2024-06-28T00:20:00,20240628002000,-1.13
2024-06-28T00:30:00,20240628003000,-1.17
2024-06-28T00:40:00,20240628004000,-1.33
2024-06-28T00:50:00,20240628005000,-1.17
2024-06-28T01:00:00,20240628010000,-1.26
2024-06-28T01:10:00,20240628011000,-1.03
2024-06-28T01:20:00,20240628012000,-1.21
2024-06-28T01:30:00,20240628013000,-1.09
2024-06-28T01:40:00,20240628014000,-1.1
2024-06-28T01:50:00,20240628015000,-1.16
2024-06-28T02:00:00,20240628020000,-1.31
2024-06-28T02:10:00,20240628021000,-1.29
2024-06-28T02:20:00,20240628022000,-1.11
2024-06-28T02:30:00,20240628023000,-0.938
2024-06-28T02:40:00,20240628024000,-1.33
2024-06-28T02:50:00,20240628025000,-1.19
2024-06-28T03:00:00,20240628030000,-1.25
2024-06-28T03:10:00,20240628031000,-1.19
2024-06-28T03:20:00,20240628032000,-1.19
2024-06-28T03:30:00,20240628033000,-1.14
2024-06-28T03:40:00,20240628034000,-1.17
2024-06-28T03:50:00,20240628035000,-1.17
2024-06-28T04:00:00,20240628040000,-1.17
2024-06-28T04:10:00,20240628041000,-0.95
2024-06-28T04:20:00,20240628042000,-0.788
2024-06-28T04:30:00,20240628043000,-0.707
2024-06-28T04:40:00,20240628044000,-0.496
2024-06-28T04:50:00,20240628045000,-0.56
2024-06-28T05:00:00,20240628050000,-0.727
2024-06-28T05:10:00,20240628051000,-0.57
2024-06-28T05:20:00,20240628052000,-0.683
2024-06-28T05:30:00,20240628053000,-0.624
2024-06-28T05:40:00,20240628054000,-0.403
2024-06-28T05:50:00,20240628055000,-0.471
2024-06-28T06:00:00,20240628060000,-0.367
2024-06-28T06:10:00,20240628061000,-0.549
2024-06-28T06:20:00,20240628062000,-0.491
2024-06-28T06:30:00,20240628063000,-0.565
2024-06-28T06:40:00,20240628064000,-0.541
2024-06-28T06:50:00,20240628065000,-0.361
2024-06-28T07:00:00,20240628070000,-0.431
2024-06-28T07:10:00,20240628071000,-0.29
2024-06-28T07:20:00,20240628072000,-0.472
2024-06-28T07:30:00,20240628073000,-0.298
2024-06-28T07:40:00,20240628074000,-0.429
2024-06-28T07:50:00,20240628075000,-0.364
2024-06-28T08:00:00,20240628080000,-0.413
2024-06-28T08:10:00,20240628081000,-0.302
2024-06-28T08:20:00,20240628082000,-0.384
2024-06-28T08:30:00,20240628083000,-0.38
2024-06-28T08:40:00,20240628084000,-0.343
2024-06-28T08:50:00,20240628085000,-0.34
2024-06-28T09:00:00,20240628090000,-0.345
2024-06-28T09:10:00,20240628091000,-0.366
2024-06-28T09:20:00,20240628092000,-0.183
2024-06-28T09:30:00,20240628093000,-0.295
2024-06-28T09:40:00,20240628094000,-0.403
2024-06-28T09:50:00,20240628095000,-0.276
2024-06-28T10:00:00,20240628100000,-0.417
2024-06-28T10:10:00,20240628101000,-0.326
2024-06-28T10:20:00,20240628102000,-0.227
2024-06-28T10:30:00,20240628103000,-0.376
2024-06-28T10:40:00,20240628104000,-0.379
2024-06-28T10:50:00,20240628105000,-0.195
2024-06-28T11:00:00,20240628110000,-0.497
2024-06-28T11:10:00,20240628111000,-0.265
2024-06-28T11:20:00,20240628112000,-0.259
2024-06-28T11:30:00,20240628113000,-0.124
2024-06-28T11:40:00,20240628114000,-0.165
2024-06-28T11:50:00,20240628115000,-0.372
2024-06-28T12:00:00,20240628120000,-0.299
2024-06-28T12:10:00,20240628121000,-0.338
2024-06-28T12:20:00,20240628122000,-0.133
2024-06-28T12:30:00,20240628123000,-0.289
2024-06-28T12:40:00,20240628124000,0.058
2024-06-28T12:50:00,20240628125000,-0.0797
2024-06-28T13:00:00,20240628130000,-0.179
2024-06-28T13:10:00,20240628131000,-0.193
2024-06-28T13:20:00,20240628132000,-0.0938
2024-06-28T13:30:00,20240628133000,-0.22
2024-06-28T13:40:00,20240628134000,-0.0831
2024-06-28T13:50:00,20240628135000,-0.246
2024-06-28T14:00:00,20240628140000,-0.286
2024-06-28T14:10:00,20240628141000,-0.264
2024-06-28T14:20:00,20240628142000,-0.344
2024-06-28T14:30:00,20240628143000,-0.0831
2024-06-28T14:40:00,20240628144000,-0.206
2024-06-28T14:50:00,20240628145000,-0.315
2024-06-28T15:00:00,20240628150000,-0.136
2024-06-28T15:10:00,20240628151000,-0.229
2024-06-28T15:20:00,20240628152000,-0.189
2024-06-28T15:30:00,20240628153000,-0.18
2024-06-28T15:40:00,20240628154000,-0.232
2024-06-28T15:50:00,20240628155000,-0.335
2024-06-28T16:00:00,20240628160000,-0.0758
2024-06-28T16:10:00,20240628161000,-0.193
2024-06-28T16:20:00,20240628162000,-0.387
2024-06-28T16:30:00,20240628163000,-0.179
2024-06-28T16:40:00,20240628164000,-0.0858
2024-06-28T16:50:00,20240628165000,-0.294
2024-06-28T17:00:00,20240628170000,-0.217
2024-06-28T17:10:00,20240628171000,-0.219
2024-06-28T17:20:00,20240628172000,-0.263
2024-06-28T17:30:00,20240628173000,-0.244
2024-06-28T17:40:00,20240628174000,-0.282
2024-06-28T17:50:00,20240628175000,-0.222
2024-06-28T18:00:00,20240628180000,-0.176
2024-06-28T18:10:00,20240628181000,-0.335
2024-06-28T18:20:00,20240628182000,-0.135
2024-06-28T18:30:00,20240628183000,-0.457
2024-06-28T18:40:00,20240628184000,-0.459
2024-06-28T18:50:00,20240628185000,-0.47
2024-06-28T19:00:00,20240628190000,-0.359
2024-06-28T19:10:00,20240628191000,-0.508
2024-06-28T19:20:00,20240628192000,-0.539
2024-06-28T19:30:00,20240628193000,-0.79
2024-06-28T19:40:00,20240628194000,-0.95
2024-06-28T19:50:00,20240628195000,-1.12
2024-06-28T20:00:00,20240628200000,-1.18
2024-06-28T20:10:00,20240628201000,-1.2
2024-06-28T20:20:00,20240628202000,-1.18
2024-06-28T20:30:00,20240628203000,-1.08
2024-06-28T20:40:00,20240628204000,-1.28
2024-06-28T20:50:00,20240628205000,-1.15
2024-06-28T21:00:00,20240628210000,-1.06
2024-06-28T21:10:00,20240628211000,-1.17
2024-06-28T21:20:00,20240628212000,-1.18
2024-06-28T21:30:00,20240628213000,-0.928
2024-06-28T21:40:00,20240628214000,-1.14
2024-06-28T21:50:00,20240628215000,-1.33
2024-06-28T22:00:00,20240628220000,-1.11
2024-06-28T22:10:00,20240628221000,-1.1
2024-06-28T22:20:00,20240628222000,-1.19
2024-06-28T22:30:00,20240628223000,-1.17
2024-06-28T22:40:00,20240628224000,-1.22
2024-06-28T22:50:00,20240628225000,-1.14
2024-06-28T23:00:00,20240628230000,-1.05
2024-06-28T23:10:00,20240628231000,-1.32
2024-06-28T23:20:00,20240628232000,-1.23
2024-06-28T23:30:00,20240628233000,-1.27
2024-06-28T23:40:00,20240628234000,-1.17
2024-06-28T23:50:00,20240628235000,-1.24
2024-06-29T00:00:00,20240629000000,-0.921
2024-06-29T00:10:00,20240629001000,-1.21
2024-06-29T00:20:00,20240629002000,-1.05
2024-06-29T00:30:00,20240629003000,-1.25
2024-06-29T00:40:00,20240629004000,-1.25
2024-06-29T00:50:00,20240629005000,-1.05
2024-06-29T01:00:00,20240629010000,-1.2
2024-06-29T01:10:00,20240629011000,-1.16
2024-06-29T01:20:00,20240629012000,-0.875
2024-06-29T01:30:00,20240629013000,-1.14
2024-06-29T01:40:00,20240629014000,-1.07
2024-06-29T01:50:00,20240629015000,-1.14
2024-06-29T02:00:00,20240629020000,-1.03
2024-06-29T02:10:00,20240629021000,-1.12
2024-06-29T02:20:00,20240629022000,-1.12
2024-06-29T02:30:00,20240629023000,-1.16
2024-06-29T02:40:00,20240629024000,-1.18
2024-06-29T02:50:00,20240629025000,-1.37
2024-06-29T03:00:00,20240629030000,-1.14
2024-06-29T03:10:00,20240629031000,-1.14
2024-06-29T03:20:00,20240629032000,-1.14
2024-06-29T03:30:00,20240629033000,-1.18
2024-06-29T03:40:00,20240629034000,-1.09
2024-06-29T03:50:00,20240629035000,-1.2
2024-06-29T04:00:00,20240629040000,-1.21
2024-06-29T04:10:00,20240629041000,-1.24
2024-06-29T04:20:00,20240629042000,-1.25
2024-06-29T04:30:00,20240629043000,-1.13
2024-06-29T04:40:00,20240629044000,-0.952
2024-06-29T04:50:00,20240629045000,-0.752
2024-06-29T05:00:00,20240629050000,-0.64
2024-06-29T05:10:00,20240629051000,-0.472
2024-06-29T05:20:00,20240629052000,-0.611
2024-06-29T05:30:00,20240629053000,-0.47
2024-06-29T05:40:00,20240629054000,-0.734
2024-06-29T05:50:00,20240629055000,-0.613
2024-06-29T06:00:00,20240629060000,-0.69
2024-06-29T06:10:00,20240629061000,-0.621
2024-06-29T06:20:00,20240629062000,-0.512
2024-06-29T06:30:00,20240629063000,-0.603
2024-06-29T06:40:00,20240629064000,-0.611
2024-06-29T06:50:00,20240629065000,-0.617
2024-06-29T07:00:00,20240629070000,-0.51
2024-06-29T07:10:00,20240629071000,-0.74
2024-06-29T07:20:00,20240629072000,-0.532
2024-06-29T07:30:00,20240629073000,-0.574
2024-06-29T07:40:00,20240629074000,-0.511
2024-06-29T07:50:00,20240629075000,-0.542
2024-06-29T08:00:00,20240629080000,-0.635
2024-06-29T08:10:00,20240629081000,-0.613
2024-06-29T08:20:00,20240629082000,-0.537
2024-06-29T08:30:00,20240629083000,-0.707
2024-06-29T08:40:00,20240629084000,-0.729
2024-06-29T08:50:00,20240629085000,-0.635
2024-06-29T09:00:00,20240629090000,-0.601
2024-06-29T09:10:00,20240629091000,-0.43
2024-06-29T09:20:00,20240629092000,-0.696
2024-06-29T09:30:00,20240629093000,-0.789
2024-06-29T09:40:00,20240629094000,-0.691
2024-06-29T09:50:00,20240629095000,-0.498
2024-06-29T10:00:00,20240629100000,-0.555
2024-06-29T10:10:00,20240629101000,-0.661
2024-06-29T10:20:00,20240629102000,-0.689
2024-06-29T10:30:00,20240629103000,-0.647
2024-06-29T10:40:00,20240629104000,-0.6
2024-06-29T10:50:00,20240629105000,-0.593
2024-06-29T11:00:00,20240629110000,-0.597
2024-06-29T11:10:00,20240629111000,-0.573
2024-06-29T11:20:00,20240629112000,-0.736
2024-06-29T11:30:00,20240629113000,-0.528
2024-06-29T11:40:00,20240629114000,-0.616
2024-06-29T11:50:00,20240629115000,-0.527
2024-06-29T12:00:00,20240629120000,-0.528
2024-06-29T12:10:00,20240629121000,-0.605
2024-06-29T12:20:00,20240629122000,-0.616
2024-06-29T12:30:00,20240629123000,-0.734
2024-06-29T12:40:00,20240629124000,-0.47
2024-06-29T12:50:00,20240629125000,-0.518
2024-06-29T13:00:00,20240629130000,-0.478
2024-06-29T13:10:00,20240629131000,-0.516
2024-06-29T13:20:00,20240629132000,-0.655
2024-06-29T13:30:00,20240629133000,-0.562
2024-06-29T13:40:00,20240629134000,-0.416
2024-06-29T13:50:00,20240629135000,-0.4
2024-06-29T14:00:00,20240629140000,-0.49
2024-06-29T14:10:00,20240629141000,-0.6
2024-06-29T14:20:00,20240629142000,-0.661
2024-06-29T14:30:00,20240629143000,-0.498
2024-06-29T14:40:00,20240629144000,-0.381
2024-06-29T14:50:00,20240629145000,-0.47
2024-06-29T15:00:00,20240629150000,-0.492
2024-06-29T15:10:00,20240629151000,-0.506
2024-06-29T15:20:00,20240629152000,-0.519
2024-06-29T15:30:00,20240629153000,-0.421
2024-06-29T15:40:00,20240629154000,-0.488
2024-06-29T15:50:00,20240629155000,-0.481
2024-06-29T16:00:00,20240629160000,-0.54
2024-06-29T16:10:00,20240629161000,-0.394
2024-06-29T16:20:00,20240629162000,-0.463
2024-06-29T16:30:00,20240629163000,-0.345
2024-06-29T16:40:00,20240629164000,-0.417
2024-06-29T16:50:00,20240629165000,-0.452
2024-06-29T17:00:00,20240629170000,-0.638
2024-06-29T17:10:00,20240629171000,-0.501
2024-06-29T17:20:00,20240629172000,-0.463
2024-06-29T17:30:00,20240629173000,-0.496
2024-06-29T17:40:00,20240629174000,-0.559
2024-06-29T17:50:00,20240629175000,-0.438
2024-06-29T18:00:00,20240629180000,-0.552
2024-06-29T18:10:00,20240629181000,-0.609
2024-06-29T18:20:00,20240629182000,-0.479
2024-06-29T18:30:00,20240629183000,-0.554
2024-06-29T18:40:00,20240629184000,-0.71
2024-06-29T18:50:00,20240629185000,-0.548
2024-06-29T19:00:00,20240629190000,-0.566
2024-06-29T19:10:00,20240629191000,-0.423
2024-06-29T19:20:00,20240629192000,-0.814
2024-06-29T19:30:00,20240629193000,-0.882
2024-06-29T19:40:00,20240629194000,-1.31
2024-06-29T19:50:00,20240629195000,-1.06
2024-06-29T20:00:00,20240629200000,-1.13
2024-06-29T20:10:00,20240629201000,-1.24
2024-06-29T20:20:00,20240629202000,-1.25
2024-06-29T20:30:00,20240629203000,-1.28
2024-06-29T20:40:00,20240629204000,-1.32
2024-06-29T20:50:00,20240629205000,-1.28
2024-06-29T21:00:00,20240629210000,-1.21
2024-06-29T21:10:00,20240629211000,-1.24
2024-06-29T21:20:00,20240629212000,-1.08
2024-06-29T21:30:00,20240629213000,-0.997
2024-06-29T21:40:00,20240629214000,-1.16
2024-06-29T21:50:00,20240629215000,-0.992
2024-06-29T22:00:00,20240629220000,-1.2
2024-06-29T22:10:00,20240629221000,-1.24
2024-06-29T22:20:00,20240629222000,-1.23
2024-06-29T22:30:00,20240629223000,-1.13
2024-06-29T22:40:00,20240629224000,-1.12
2024-06-29T22:50:00,20240629225000,-1.04
2024-06-29T23:00:00,20240629230000,-1.17
2024-06-29T23:10:00,20240629231000,-1.28
2024-06-29T23:20:00,20240629232000,-1.15
2024-06-29T23:30:00,20240629233000,-1.26
2024-06-29T23:40:00,20240629234000,-1.13
2024-06-29T23:50:00,20240629235000,-1.4
2024-06-30T00:00:00,20240630000000,-1.21
2024-06-30T00:10:00,20240630001000,-1.01
2024-06-30T00:20:00,20240630002000,-1.2
2024-06-30T00:30:00,20240630003000,-1.27
2024-06-30T00:40:00,20240630004000,-1.35
2024-06-30T00:50:00,20240630005000,-1.24
2024-06-30T01:00:00,20240630010000,-1.32
2024-06-30T01:10:00,20240630011000,-1.37
2024-06-30T01:20:00,20240630012000,-1.3
2024-06-30T01:30:00,20240630013000,-1.22
2024-06-30T01:40:00,20240630014000,-1.17
2024-06-30T01:50:00,20240630015000,-1.26
2024-06-30T02:00:00,20240630020000,-1.18
2024-06-30T02:10:00,20240630021000,-1.12
2024-06-30T02:20:00,20240630022000,-1.35
2024-06-30T02:30:00,20240630023000,-1.29
2024-06-30T02:40:00,20240630024000,-1.18
2024-06-30T02:50:00,20240630025000,-1.13
2024-06-30T03:00:00,20240630030000,-1.34
2024-06-30T03:10:00,20240630031000,-1.39
2024-06-30T03:20:00,20240630032000,-1.19
2024-06-30T03:30:00,20240630033000,-1.35
2024-06-30T03:40:00,20240630034000,-1.12
2024-06-30T03:50:00,20240630035000,-1.25
2024-06-30T04:00:00,20240630040000,-1.19
2024-06-30T04:10:00,20240630041000,-1.13
2024-06-30T04:20:00,20240630042000,-0.902
2024-06-30T04:30:00,20240630043000,-0.58
2024-06-30T04:40:00,20240630044000,-0.601
2024-06-30T04:50:00,20240630045000,-0.68
2024-06-30T05:00:00,20240630050000,-0.746
2024-06-30T05:10:00,20240630051000,-0.848
2024-06-30T05:20:00,20240630052000,-0.651
2024-06-30T05:30:00,20240630053000,-0.666
2024-06-30T05:40:00,20240630054000,-0.598
2024-06-30T05:50:00,20240630055000,-0.654
2024-06-30T06:00:00,20240630060000,-0.657
2024-06-30T06:10:00,20240630061000,-0.439
2024-06-30T06:20:00,20240630062000,-0.37
2024-06-30T06:30:00,20240630063000,-0.621
2024-06-30T06:40:00,20240630064000,-0.576
2024-06-30T06:50:00,20240630065000,-0.484
2024-06-30T07:00:00,20240630070000,-0.594
2024-06-30T07:10:00,20240630071000,-0.538
2024-06-30T07:20:00,20240630072000,-0.498
2024-06-30T07:30:00,20240630073000,-0.531
2024-06-30T07:40:00,20240630074000,-0.544
2024-06-30T07:50:00,20240630075000,-0.615
2024-06-30T08:00:00,20240630080000,-0.428
2024-06-30T08:10:00,20240630081000,-0.553
2024-06-30T08:20:00,20240630082000,-0.469
2024-06-30T08:30:00,20240630083000,-0.471
2024-06-30T08:40:00,20240630084000,-0.492
2024-06-30T08:50:00,20240630085000,-0.277
2024-06-30T09:00:00,20240630090000,-0.481
2024-06-30T09:10:00,20240630091000,-0.363
2024-06-30T09:20:00,20240630092000,-0.423
2024-06-30T09:30:00,20240630093000,-0.386
2024-06-30T09:40:00,20240630094000,-0.491
2024-06-30T09:50:00,20240630095000,-0.415
2024-06-30T10:00:00,20240630100000,-0.46
2024-06-30T10:10:00,20240630101000,-0.396
2024-06-30T10:20:00,20240630102000,-0.35
2024-06-30T10:30:00,20240630103000,-0.305
2024-06-30T10:40:00,20240630104000,-0.215
2024-06-30T10:50:00,20240630105000,-0.455
2024-06-30T11:00:00,20240630110000,-0.504
2024-06-30T11:10:00,20240630111000,-0.366
2024-06-30T11:20:00,20240630112000,-0.449
2024-06-30T11:30:00,20240630113000,-0.179
2024-06-30T11:40:00,20240630114000,-0.415
2024-06-30T11:50:00,20240630115000,-0.418
2024-06-30T12:00:00,20240630120000,-0.249
2024-06-30T12:10:00,20240630121000,-0.385
2024-06-30T12:20:00,20240630122000,-0.258
2024-06-30T12:30:00,20240630123000,-0.327
2024-06-30T12:40:00,20240630124000,-0.445
2024-06-30T12:50:00,20240630125000,-0.219
2024-06-30T13:00:00,20240630130000,-0.45
2024-06-30T13:10:00,20240630131000,-0.292
2024-06-30T13:20:00,20240630132000,-0.229
2024-06-30T13:30:00,20240630133000,-0.302
2024-06-30T13:40:00,20240630134000,-0.353
2024-06-30T13:50:00,20240630135000,-0.272
2024-06-30T14:00:00,20240630140000,-0.422
2024-06-30T14:10:00,20240630141000,-0.293
2024-06-30T14:20:00,20240630142000,-0.173
2024-06-30T14:30:00,20240630143000,-0.383
2024-06-30T14:40:00,20240630144000,-0.496
2024-06-30T14:50:00,20240630145000,-0.541
2024-06-30T15:00:00,20240630150000,-0.34
2024-06-30T15:10:00,20240630151000,-0.454
2024-06-30T15:20:00,20240630152000,-0.307
2024-06-30T15:30:00,20240630153000,-0.302
2024-06-30T15:40:00,20240630154000,-0.413
2024-06-30T15:50:00,20240630155000,-0.304
