Time,sanitized_timestamp_for_iri,s4MMXU.TotW.mag.f
2024-06-30T23:30:00,20240630233000,0
2024-06-30T23:40:00,20240630234000,0
2024-06-30T23:50:00,20240630235000,0
2024-07-01T00:00:00,20240701000000,0
2024-07-01T00:10:00,20240701001000,0
2024-07-01T00:20:00,20240701002000,0
2024-07-01T00:30:00,20240701003000,0
2024-07-01T00:40:00,20240701004000,0
2024-07-01T00:50:00,20240701005000,0
2024-07-01T01:00:00,20240701010000,0
2024-07-01T01:10:00,20240701011000,0
2024-07-01T01:20:00,20240701012000,0
2024-07-01T01:30:00,20240701013000,0
2024-07-01T01:40:00,20240701014000,0
2024-07-01T01:50:00,20240701015000,0
2024-07-01T02:00:00,20240701020000,0
2024-07-01T02:10:00,20240701021000,70890
2024-07-01T02:20:00,20240701022000,75298
2024-07-01T02:30:00,20240701023000,79706
2024-07-01T02:40:00,20240701024000,84113
2024-07-01T02:50:00,20240701025000,88521
2024-07-01T03:00:00,20240701030000,92929
2024-07-01T03:10:00,20240701031000,472093
2024-07-01T03:20:00,20240701032000,493470
2024-07-01T03:30:00,20240701033000,514848
2024-07-01T03:40:00,20240701034000,536226
2024-07-01T03:50:00,20240701035000,557604
2024-07-01T04:00:00,20240701040000,578981
2024-07-01T04:10:00,20240701041000,461152
2024-07-01T04:20:00,20240701042000,477573
2024-07-01T04:30:00,20240701043000,493993
2024-07-01T04:40:00,20240701044000,510414
2024-07-01T04:50:00,20240701045000,526835
2024-07-01T05:00:00,20240701050000,543256
2024-07-01T05:10:00,20240701051000,559677
2024-07-01T05:20:00,20240701052000,576098
2024-07-01T05:30:00,20240701053000,592518
2024-07-01T05:40:00,20240701054000,608939
2024-07-01T05:50:00,20240701055000,625360
2024-07-01T06:00:00,20240701060000,641781
2024-07-01T06:10:00,20240701061000,658202
2024-07-01T06:20:00,20240701062000,674623
2024-07-01T06:30:00,20240701063000,691043
2024-07-01T06:40:00,20240701064000,707464
2024-07-01T06:50:00,20240701065000,723885
2024-07-01T07:00:00,20240701070000,740306
2024-07-01T07:10:00,20240701071000,756727
2024-07-01T07:20:00,20240701072000,773148
2024-07-01T07:30:00,20240701073000,795660
2024-07-01T07:40:00,20240701074000,844776
2024-07-01T07:50:00,20240701075000,897000
2024-07-01T08:00:00,20240701080000,949223
2024-07-01T08:10:00,20240701081000,929840
2024-07-01T08:20:00,20240701082000,964527
2024-07-01T08:30:00,20240701083000,999214
2024-07-01T08:40:00,20240701084000,1033902
2024-07-01T08:50:00,20240701085000,1068589
2024-07-01T09:00:00,20240701090000,1103276
2024-07-01T09:10:00,20240701091000,1417713
2024-07-01T09:20:00,20240701092000,1480144
2024-07-01T09:30:00,20240701093000,1542575
2024-07-01T09:40:00,20240701094000,1605006
2024-07-01T09:50:00,20240701095000,1667437
2024-07-01T10:00:00,20240701100000,1729868
2024-07-01T10:10:00,20240701101000,1792299
2024-07-01T10:20:00,20240701102000,1854730
2024-07-01T10:30:00,20240701103000,1917162
2024-07-01T10:40:00,20240701104000,1979593
2024-07-01T10:50:00,20240701105000,2042024
2024-07-01T11:00:00,20240701110000,2104455
2024-07-01T11:10:00,20240701111000,2166886
2024-07-01T11:20:00,20240701112000,2229317
2024-07-01T11:30:00,20240701113000,2291748
2024-07-01T11:40:00,20240701114000,2354179
2024-07-01T11:50:00,20240701115000,2416610
2024-07-01T12:00:00,20240701120000,2479041
2024-07-01T12:10:00,20240701121000,2538230
2024-07-01T12:20:00,20240701122000,2521551
2024-07-01T12:30:00,20240701123000,2472946
2024-07-01T12:40:00,20240701124000,2424340
2024-07-01T12:50:00,20240701125000,2375735
2024-07-01T13:00:00,20240701130000,2327129
2024-07-01T13:10:00,20240701131000,2207271
2024-07-01T13:20:00,20240701132000,2146256
2024-07-01T13:30:00,20240701133000,2085240
2024-07-01T13:40:00,20240701134000,2024225
2024-07-01T13:50:00,20240701135000,1963210
2024-07-01T14:00:00,20240701140000,1902195
2024-07-01T14:10:00,20240701141000,1719085
2024-07-01T14:20:00,20240701142000,1647672
2024-07-01T14:30:00,20240701143000,1576258
2024-07-01T14:40:00,20240701144000,1504845
2024-07-01T14:50:00,20240701145000,1433431
2024-07-01T15:00:00,20240701150000,1362018
2024-07-01T15:10:00,20240701151000,1322484
2024-07-01T15:20:00,20240701152000,1252867
2024-07-01T15:30:00,20240701153000,1183251
2024-07-01T15:40:00,20240701154000,1113634
2024-07-01T15:50:00,20240701155000,1044017
2024-07-01T16:00:00,20240701160000,974401
2024-07-01T16:10:00,20240701161000,904784
2024-07-01T16:20:00,20240701162000,835167
2024-07-01T16:30:00,20240701163000,765550
2024-07-01T16:40:00,20240701164000,695934
2024-07-01T16:50:00,20240701165000,626317
2024-07-01T17:00:00,20240701170000,556700
2024-07-01T17:10:00,20240701171000,487084
2024-07-01T17:20:00,20240701172000,417467
2024-07-01T17:30:00,20240701173000,347850
2024-07-01T17:40:00,20240701174000,278234
2024-07-01T17:50:00,20240701175000,208617
2024-07-01T18:00:00,20240701180000,139000
2024-07-01T18:10:00,20240701181000,71078
2024-07-01T18:20:00,20240701182000,33887
2024-07-01T18:30:00,20240701183000,25942
2024-07-01T18:40:00,20240701184000,24719
2024-07-01T18:50:00,20240701185000,23497
2024-07-01T19:00:00,20240701190000,22274
2024-07-01T19:10:00,20240701191000,22305
2024-07-01T19:20:00,20240701192000,21344
2024-07-01T19:30:00,20240701193000,20383
2024-07-01T19:40:00,20240701194000,19422
2024-07-01T19:50:00,20240701195000,18462
2024-07-01T20:00:00,20240701200000,17501
2024-07-01T20:10:00,20240701201000,18368
2024-07-01T20:20:00,20240701202000,17577
2024-07-01T20:30:00,20240701203000,16786
2024-07-01T20:40:00,20240701204000,15995
2024-07-01T20:50:00,20240701205000,15204
2024-07-01T21:00:00,20240701210000,14413
2024-07-01T21:10:00,20240701211000,14359
2024-07-01T21:20:00,20240701212000,13612
2024-07-01T21:30:00,20240701213000,12865
2024-07-01T21:40:00,20240701214000,12117
2024-07-01T21:50:00,20240701215000,11370
2024-07-01T22:00:00,20240701220000,10623
2024-07-01T22:10:00,20240701221000,9876
2024-07-01T22:20:00,20240701222000,9129
2024-07-01T22:30:00,20240701223000,8381
2024-07-01T22:40:00,20240701224000,7634
2024-07-01T22:50:00,20240701225000,6887
2024-07-01T23:00:00,20240701230000,6140
2024-07-01T23:10:00,20240701231000,5392
2024-07-01T23:20:00,20240701232000,4645
2024-07-01T23:30:00,20240701233000,3898
2024-07-01T23:40:00,20240701234000,3151
2024-07-01T23:50:00,20240701235000,2404
2024-07-02T00:00:00,20240702000000,1656
