Time,sanitized_timestamp_for_iri,s4DINV.EnclTmp.mag.f,s4DINV.HeatSinkTmp.mag.f,s4MMDC.Amp.mag.f,s4MMDC.Vol.mag.f,s4MMDC.Watt.mag.f,s4MMXU.TotW.mag.f
2024-06-26T15:30:00,20240626153000,0,3.21,232.0,601.0,142023.0,136342.0
2024-06-26T15:40:00,20240626154000,0,3.2,216.0,604.0,133468.0,128129.0
2024-06-26T15:50:00,20240626155000,0,3.19,200.0,607.0,125009.0,119907.0
2024-06-26T16:00:00,20240626160000,0,3.18,187.0,612.0,116868.0,111950.0
2024-06-26T16:10:00,20240626161000,0,3.17,169.0,615.0,106156.0,101511.0
2024-06-26T16:20:00,20240626162000,0,3.16,155.0,617.0,98519.0,94092.0
2024-06-26T16:30:00,20240626163000,0,3.15,137.0,618.0,87429.0,83351.0
2024-06-26T16:40:00,20240626164000,0,3.14,118.0,628.0,76421.0,72727.0
2024-06-26T16:50:00,20240626165000,0,3.12,107.0,623.0,69285.0,65856.0
2024-06-26T17:00:00,20240626170000,0,3.11,93.1,622.0,61749.0,58395.0
2024-06-26T17:10:00,20240626171000,0,3.1,82.2,609.0,53851.0,50475.0
2024-06-26T17:20:00,20240626172000,0,3.09,67.4,627.0,45948.0,42683.0
2024-06-26T17:30:00,20240626173000,0,3.08,56.7,618.0,38513.0,35483.0
2024-06-26T17:40:00,20240626174000,0,3.07,44.4,606.0,30379.0,27735.0
2024-06-26T17:50:00,20240626175000,0,3.06,34.8,597.0,23698.0,21180.0
2024-06-26T18:00:00,20240626180000,0,3.05,25.8,603.0,18234.0,15868.0
2024-06-26T18:10:00,20240626181000,0,3.04,20.3,581.0,14179.0,12102.0
2024-06-26T18:20:00,20240626182000,0,3.02,15.3,579.0,10503.0,8814.0
2024-06-26T18:30:00,20240626183000,0,3.01,12.2,503.0,4927.0,4043.0
2024-06-26T18:40:00,20240626184000,0,3.0,10.2,485.0,2406.0,1948.0
2024-06-26T18:50:00,20240626185000,0,2.98,7.49,461.0,154.0,124.0
2024-06-26T19:00:00,20240626190000,0,2.96,3.94,500.0,0.0,0.0
2024-06-26T19:10:00,20240626191000,0,2.95,0.0,499.0,0.0,0.0
2024-06-26T19:20:00,20240626192000,0,2.94,0.0,386.0,0.0,0.0
2024-06-26T19:30:00,20240626193000,0,2.93,0.0,248.0,0.0,0.0
2024-06-26T19:40:00,20240626194000,0,2.93,0.0,124.0,0.0,0.0
2024-06-26T19:50:00,20240626195000,0,2.93,0.0,43.8,0.0,0.0
2024-06-26T20:00:00,20240626200000,0,2.92,0.0,11.2,0.0,0.0
2024-06-26T20:10:00,20240626201000,0,2.92,0.0,2.38,0.0,0.0
2024-06-26T20:20:00,20240626202000,0,2.91,0.0,1.04,0.0,0.0
2024-06-26T20:30:00,20240626203000,0,2.91,0.0,1.04,0.0,0.0
2024-06-26T20:40:00,20240626204000,0,2.9,0.0,0.58,0.0,0.0
2024-06-26T20:50:00,20240626205000,0,2.9,0.0,0.185,0.0,0.0
2024-06-26T21:00:00,20240626210000,0,2.89,0.0,1.54,0.0,0.0
2024-06-26T21:10:00,20240626211000,0,2.89,0.0,1.7,0.0,0.0
2024-06-26T21:20:00,20240626212000,0,2.88,0.0,2.05,0.0,0.0
2024-06-26T21:30:00,20240626213000,0,2.88,0.0,1.82,0.0,0.0
2024-06-26T21:40:00,20240626214000,0,2.87,0.0,1.64,0.0,0.0
2024-06-26T21:50:00,20240626215000,0,2.87,0.0,1.92,0.0,0.0
2024-06-26T22:00:00,20240626220000,0,2.86,0.0,1.22,0.0,0.0
2024-06-26T22:10:00,20240626221000,0,2.86,0.0,2.1,0.0,0.0
2024-06-26T22:20:00,20240626222000,0,2.85,0.0,1.68,0.0,0.0
2024-06-26T22:30:00,20240626223000,0,2.85,0.0,1.14,0.0,0.0
2024-06-26T22:40:00,20240626224000,0,2.84,0.0,2.15,0.0,0.0
2024-06-26T22:50:00,20240626225000,0,2.84,0.0,2.01,0.0,0.0
2024-06-26T23:00:00,20240626230000,0,2.84,0.0,1.68,0.0,0.0
2024-06-26T23:10:00,20240626231000,0,2.85,0.0,1.89,0.0,0.0
2024-06-26T23:20:00,20240626232000,0,2.84,0.0,1.14,0.0,0.0
2024-06-26T23:30:00,20240626233000,0,2.84,0.0,0.546,0.0,0.0
2024-06-26T23:40:00,20240626234000,0,2.84,0.0,-0.344,0.0,0.0
2024-06-26T23:50:00,20240626235000,0,2.84,0.0,0.363,0.0,0.0
2024-06-27T00:00:00,20240627000000,0,2.84,0.0,1.59,0.0,0.0
2024-06-27T00:10:00,20240627001000,0,2.84,0.0,0.597,0.0,0.0
2024-06-27T00:20:00,20240627002000,0,2.84,0.0,0.989,0.0,0.0
2024-06-27T00:30:00,20240627003000,0,2.84,0.0,1.66,0.0,0.0
2024-06-27T00:40:00,20240627004000,0,2.84,0.0,1.78,0.0,0.0
2024-06-27T00:50:00,20240627005000,0,2.84,0.0,0.62,0.0,0.0
2024-06-27T01:00:00,20240627010000,0,2.84,0.0,0.893,0.0,0.0
2024-06-27T01:10:00,20240627011000,0,2.83,0.0,1.77,0.0,0.0
2024-06-27T01:20:00,20240627012000,0,2.83,0.0,1.5,0.0,0.0
2024-06-27T01:30:00,20240627013000,0,2.83,0.0,1.77,0.0,0.0
2024-06-27T01:40:00,20240627014000,0,2.86,0.0,1.76,0.0,0.0
2024-06-27T01:50:00,20240627015000,0,2.86,0.0,1.53,0.0,0.0
2024-06-27T02:00:00,20240627020000,0,2.86,0.0,1.82,0.0,0.0
2024-06-27T02:10:00,20240627021000,0,2.86,0.0,1.33,0.0,0.0
2024-06-27T02:20:00,20240627022000,0,2.86,0.0,1.42,0.0,0.0
2024-06-27T02:30:00,20240627023000,0,2.86,0.0,1.83,0.0,0.0
2024-06-27T02:40:00,20240627024000,0,2.92,0.0,1.28,0.0,0.0
2024-06-27T02:50:00,20240627025000,0,2.92,0.0,1.16,0.0,0.0
2024-06-27T03:00:00,20240627030000,0,2.93,0.0,1.59,0.0,0.0
2024-06-27T03:10:00,20240627031000,0,2.93,0.0,1.27,0.0,0.0
2024-06-27T03:20:00,20240627032000,0,2.94,0.0,1.53,0.0,0.0
2024-06-27T03:30:00,20240627033000,0,2.94,0.0,1.53,0.0,0.0
2024-06-27T03:40:00,20240627034000,0,2.97,0.0,1.79,0.0,0.0
2024-06-27T03:50:00,20240627035000,0,2.97,0.0,6.71,0.0,0.0
2024-06-27T04:00:00,20240627040000,0,2.98,0.0,29.7,0.0,0.0
2024-06-27T04:10:00,20240627041000,0,2.98,0.0,98.1,0.0,0.0
2024-06-27T04:20:00,20240627042000,0,2.98,0.0,214.0,0.0,0.0
2024-06-27T04:30:00,20240627043000,0,2.99,0.0,327.0,0.0,0.0
2024-06-27T04:40:00,20240627044000,0,2.99,0.0,458.0,0.0,0.0
2024-06-27T04:50:00,20240627045000,0,3.0,1.6,546.0,0.0,0.0
2024-06-27T05:00:00,20240627050000,0,3.0,8.49,480.0,542.0,438.0
2024-06-27T05:10:00,20240627051000,0,3.01,13.8,495.0,4447.0,3633.0
2024-06-27T05:20:00,20240627052000,0,3.01,17.7,513.0,8001.0,6638.0
2024-06-27T05:30:00,20240627053000,0,3.02,22.1,529.0,11340.0,9553.0
2024-06-27T05:40:00,20240627054000,0,3.02,24.8,607.0,17226.0,14919.0
