Time,sanitized_timestamp_for_iri,s4DINV.EnclTmp.mag.f,s4DINV.HeatSinkTmp.mag.f,s4MMDC.Amp.mag.f,s4MMDC.Vol.mag.f,s4MMDC.Watt.mag.f,s4MMXU.TotW.mag.f
2024-06-26T15:30:00,20240626153000,33.3,3.15,204.0,591.0,121048.0,116033.0
2024-06-26T15:40:00,20240626154000,33.1,3.14,190.0,595.0,113105.0,108279.0
2024-06-26T15:50:00,20240626155000,32.9,3.13,176.0,599.0,106408.0,101757.0
2024-06-26T16:00:00,20240626160000,32.7,3.13,165.0,599.0,100227.0,95749.0
2024-06-26T16:10:00,20240626161000,32.5,3.12,149.0,601.0,90661.0,86476.0
2024-06-26T16:20:00,20240626162000,32.3,3.11,137.0,602.0,84080.0,80113.0
2024-06-26T16:30:00,20240626163000,32.0,3.11,121.0,606.0,75057.0,71412.0
2024-06-26T16:40:00,20240626164000,31.8,3.1,104.0,615.0,65901.0,62552.0
2024-06-26T16:50:00,20240626165000,31.6,3.09,95.2,610.0,60490.0,57121.0
2024-06-26T17:00:00,20240626170000,31.4,3.09,85.4,610.0,54863.0,51478.0
2024-06-26T17:10:00,20240626171000,31.2,3.08,76.5,598.0,48514.0,45198.0
2024-06-26T17:20:00,20240626172000,31.0,3.07,64.5,599.0,41595.0,38451.0
2024-06-26T17:30:00,20240626173000,30.8,3.07,53.7,597.0,35140.0,32254.0
2024-06-26T17:40:00,20240626174000,30.6,3.06,43.2,594.0,28540.0,25974.0
2024-06-26T17:50:00,20240626175000,30.4,3.05,33.8,590.0,22807.0,20294.0
2024-06-26T18:00:00,20240626180000,30.2,3.05,25.8,586.0,17803.0,15461.0
2024-06-26T18:10:00,20240626181000,30.0,3.04,20.0,580.0,14105.0,12034.0
2024-06-26T18:20:00,20240626182000,29.8,3.03,14.0,590.0,10576.0,8878.0
2024-06-26T18:30:00,20240626183000,29.6,3.03,12.0,505.0,6516.0,5370.0
2024-06-26T18:40:00,20240626184000,29.3,3.0,7.77,487.0,2981.0,2422.0
2024-06-26T18:50:00,20240626185000,29.0,2.97,0.428,555.0,569.0,459.0
2024-06-26T19:00:00,20240626190000,28.6,2.95,0.0,561.0,0.0,0.0
2024-06-26T19:10:00,20240626191000,28.3,2.93,0.0,474.0,0.0,0.0
2024-06-26T19:20:00,20240626192000,28.1,2.92,0.0,356.0,0.0,0.0
2024-06-26T19:30:00,20240626193000,27.8,2.92,0.0,223.0,0.0,0.0
2024-06-26T19:40:00,20240626194000,27.6,2.91,0.0,110.0,0.0,0.0
2024-06-26T19:50:00,20240626195000,27.4,2.91,0.0,39.6,0.0,0.0
2024-06-26T20:00:00,20240626200000,27.2,2.9,0.0,10.8,0.0,0.0
2024-06-26T20:10:00,20240626201000,27.0,2.89,0.0,2.97,0.0,0.0
2024-06-26T20:20:00,20240626202000,26.7,2.89,0.0,0.777,0.0,0.0
2024-06-26T20:30:00,20240626203000,26.5,2.88,0.0,0.777,0.0,0.0
2024-06-26T20:40:00,20240626204000,26.3,2.87,0.0,0.87,0.0,0.0
2024-06-26T20:50:00,20240626205000,26.1,2.87,0.0,1.4,0.0,0.0
2024-06-26T21:00:00,20240626210000,26.0,2.86,0.0,1.4,0.0,0.0
2024-06-26T21:10:00,20240626211000,26.0,2.85,0.0,1.49,0.0,0.0
2024-06-26T21:20:00,20240626212000,26.0,2.85,0.0,1.03,0.0,0.0
2024-06-26T21:30:00,20240626213000,25.9,2.84,0.0,-0.325,0.0,0.0
2024-06-26T21:40:00,20240626214000,25.9,2.83,0.0,1.33,0.0,0.0
2024-06-26T21:50:00,20240626215000,25.9,2.83,0.0,1.52,0.0,0.0
2024-06-26T22:00:00,20240626220000,25.9,2.82,0.0,1.91,0.0,0.0
2024-06-26T22:10:00,20240626221000,25.8,2.81,0.0,1.83,0.0,0.0
2024-06-26T22:20:00,20240626222000,25.8,2.81,0.0,1.83,0.0,0.0
2024-06-26T22:30:00,20240626223000,25.8,2.8,0.0,1.5,0.0,0.0
2024-06-26T22:40:00,20240626224000,25.8,2.8,0.0,1.76,0.0,0.0
2024-06-26T22:50:00,20240626225000,25.8,2.79,0.0,1.76,0.0,0.0
2024-06-26T23:00:00,20240626230000,25.8,2.79,0.0,1.76,0.0,0.0
2024-06-26T23:10:00,20240626231000,25.9,2.79,0.0,1.19,0.0,0.0
2024-06-26T23:20:00,20240626232000,25.9,2.79,0.0,0.875,0.0,0.0
2024-06-26T23:30:00,20240626233000,25.9,2.79,0.0,0.875,0.0,0.0
2024-06-26T23:40:00,20240626234000,25.9,2.79,0.0,1.41,0.0,0.0
2024-06-26T23:50:00,20240626235000,25.9,2.8,0.0,1.7,0.0,0.0
2024-06-27T00:00:00,20240627000000,25.8,2.8,0.0,1.72,0.0,0.0
2024-06-27T00:10:00,20240627001000,25.8,2.8,0.0,1.86,0.0,0.0
2024-06-27T00:20:00,20240627002000,25.8,2.8,0.0,1.5,0.0,0.0
2024-06-27T00:30:00,20240627003000,25.8,2.8,0.0,0.658,0.0,0.0
2024-06-27T00:40:00,20240627004000,25.7,2.8,0.0,1.26,0.0,0.0
2024-06-27T00:50:00,20240627005000,25.6,2.8,0.0,2.16,0.0,0.0
2024-06-27T01:00:00,20240627010000,25.6,2.8,0.0,1.68,0.0,0.0
2024-06-27T01:10:00,20240627011000,25.6,2.8,0.0,1.59,0.0,0.0
2024-06-27T01:20:00,20240627012000,25.5,2.8,0.0,1.85,0.0,0.0
2024-06-27T01:30:00,20240627013000,25.5,2.8,0.0,1.74,0.0,0.0
2024-06-27T01:40:00,20240627014000,25.6,2.82,0.0,1.73,0.0,0.0
2024-06-27T01:50:00,20240627015000,25.6,2.82,0.0,1.73,0.0,0.0
2024-06-27T02:00:00,20240627020000,25.6,2.82,0.0,0.949,0.0,0.0
2024-06-27T02:10:00,20240627021000,25.6,2.83,0.0,0.859,0.0,0.0
2024-06-27T02:20:00,20240627022000,25.5,2.83,0.0,1.96,0.0,0.0
2024-06-27T02:30:00,20240627023000,25.5,2.83,0.0,1.79,0.0,0.0
2024-06-27T02:40:00,20240627024000,25.5,2.93,0.0,1.95,0.0,0.0
2024-06-27T02:50:00,20240627025000,25.5,2.94,0.0,1.99,0.0,0.0
2024-06-27T03:00:00,20240627030000,25.5,2.94,0.0,1.78,0.0,0.0
2024-06-27T03:10:00,20240627031000,25.4,2.95,0.0,1.08,0.0,0.0
2024-06-27T03:20:00,20240627032000,25.4,2.95,0.0,1.96,0.0,0.0
2024-06-27T03:30:00,20240627033000,25.4,2.96,0.0,1.96,0.0,0.0
2024-06-27T03:40:00,20240627034000,25.4,2.99,0.0,2.3,0.0,0.0
2024-06-27T03:50:00,20240627035000,25.4,3.0,0.0,6.36,0.0,0.0
2024-06-27T04:00:00,20240627040000,25.3,3.01,0.0,26.7,0.0,0.0
2024-06-27T04:10:00,20240627041000,25.3,3.02,0.0,86.4,0.0,0.0
2024-06-27T04:20:00,20240627042000,25.3,3.02,0.0,190.0,0.0,0.0
2024-06-27T04:30:00,20240627043000,25.3,3.03,0.0,295.0,0.0,0.0
2024-06-27T04:40:00,20240627044000,25.2,3.04,0.0,424.0,0.0,0.0
2024-06-27T04:50:00,20240627045000,25.2,3.05,0.0,568.0,0.0,0.0
2024-06-27T05:00:00,20240627050000,25.2,3.05,0.0,647.0,62.3,50.0
2024-06-27T05:10:00,20240627051000,25.3,3.06,9.51,505.0,4146.0,3391.0
2024-06-27T05:20:00,20240627052000,26.0,3.07,14.0,508.0,6757.0,5593.0
2024-06-27T05:30:00,20240627053000,26.9,3.08,17.6,517.0,9958.0,8333.0
2024-06-27T05:40:00,20240627054000,27.4,3.08,21.2,559.0,13532.0,11519.0
2024-06-27T05:50:00,20240627055000,27.2,3.09,23.8,604.0,17149.0,14842.0
2024-06-27T06:00:00,20240627060000,27.3,3.1,31.2,587.0,20961.0,18479.0
2024-06-27T06:10:00,20240627061000,27.5,3.11,38.6,597.0,25792.0,23276.0
2024-06-27T06:20:00,20240627062000,27.6,3.11,48.3,599.0,31512.0,28807.0
2024-06-27T06:30:00,20240627063000,27.7,3.12,57.2,600.0,37207.0,34227.0
2024-06-27T06:40:00,20240627064000,27.7,3.13,68.8,607.0,44054.0,40838.0
2024-06-27T06:50:00,20240627065000,27.8,3.13,78.9,612.0,50725.0,47375.0
2024-06-27T07:00:00,20240627070000,27.9,3.14,91.8,606.0,57691.0,54306.0
2024-06-27T07:10:00,20240627071000,28.0,3.14,103.0,611.0,64715.0,61376.0
2024-06-27T07:20:00,20240627072000,28.0,3.14,118.0,604.0,72154.0,68617.0
2024-06-27T07:30:00,20240627073000,28.1,3.14,128.0,611.0,79831.0,76013.0
2024-06-27T07:40:00,20240627074000,28.1,3.14,144.0,599.0,87665.0,83578.0
2024-06-27T07:50:00,20240627075000,28.4,3.15,158.0,599.0,95575.0,91237.0
2024-06-27T08:00:00,20240627080000,29.6,3.15,170.0,602.0,103186.0,98624.0
2024-06-27T08:10:00,20240627081000,30.5,3.15,182.0,602.0,109774.0,105033.0
2024-06-27T08:20:00,20240627082000,30.3,3.15,194.0,597.0,116695.0,111781.0
2024-06-27T08:30:00,20240627083000,30.1,3.15,204.0,588.0,120488.0,115488.0
2024-06-27T08:40:00,20240627084000,30.0,3.16,218.0,587.0,127293.0,122144.0
2024-06-27T08:50:00,20240627085000,30.3,3.16,228.0,584.0,132842.0,127528.0
2024-06-27T09:00:00,20240627090000,30.7,3.16,238.0,575.0,137021.0,131540.0
2024-06-27T09:10:00,20240627091000,31.0,3.16,247.0,582.0,142081.0,136398.0
2024-06-27T09:20:00,20240627092000,31.4,3.17,254.0,578.0,146626.0,140761.0
2024-06-27T09:30:00,20240627093000,31.7,3.17,263.0,574.0,150167.0,144160.0
2024-06-27T09:40:00,20240627094000,32.1,3.16,273.0,572.0,155226.0,149017.0
2024-06-27T09:50:00,20240627095000,32.5,3.16,283.0,568.0,159763.0,153372.0
2024-06-27T10:00:00,20240627100000,32.8,3.16,289.0,568.0,163041.0,156520.0
2024-06-27T10:10:00,20240627101000,33.2,3.16,296.0,566.0,166623.0,159958.0
2024-06-27T10:20:00,20240627102000,33.5,3.16,301.0,566.0,169621.0,162837.0
2024-06-27T10:30:00,20240627103000,33.9,3.16,308.0,566.0,172888.0,165973.0
2024-06-27T10:40:00,20240627104000,34.3,3.15,314.0,562.0,174769.0,167778.0
2024-06-27T10:50:00,20240627105000,34.6,3.15,317.0,560.0,176634.0,169569.0
2024-06-27T11:00:00,20240627110000,35.0,3.15,322.0,559.0,178525.0,171384.0
2024-06-27T11:10:00,20240627111000,35.3,3.15,326.0,563.0,181779.0,174508.0
2024-06-27T11:20:00,20240627112000,35.5,3.15,327.0,566.0,183534.0,176193.0
2024-06-27T11:30:00,20240627113000,35.5,3.15,328.0,566.0,184506.0,177125.0
2024-06-27T11:40:00,20240627114000,35.6,3.15,330.0,562.0,184676.0,177289.0
2024-06-27T11:50:00,20240627115000,35.6,3.15,332.0,565.0,184989.0,177589.0
2024-06-27T12:00:00,20240627120000,35.7,3.15,330.0,561.0,184437.0,177060.0
2024-06-27T12:10:00,20240627121000,35.8,3.15,332.0,561.0,183979.0,176620.0
2024-06-27T12:20:00,20240627122000,35.8,3.15,330.0,560.0,183700.0,176352.0
2024-06-27T12:30:00,20240627123000,35.9,3.15,328.0,566.0,183135.0,175809.0
2024-06-27T12:40:00,20240627124000,36.0,3.15,328.0,564.0,182748.0,175438.0
2024-06-27T12:50:00,20240627125000,36.0,3.16,322.0,565.0,180652.0,173426.0
2024-06-27T13:00:00,20240627130000,36.1,3.16,319.0,568.0,180055.0,172853.0
2024-06-27T13:10:00,20240627131000,36.1,3.16,316.0,569.0,177863.0,170748.0
2024-06-27T13:20:00,20240627132000,36.2,3.16,309.0,560.0,173026.0,166105.0
2024-06-27T13:30:00,20240627133000,36.3,3.16,313.0,566.0,173915.0,166958.0
2024-06-27T13:40:00,20240627134000,36.3,3.16,301.0,569.0,170478.0,163659.0
2024-06-27T13:50:00,20240627135000,36.4,3.16,289.0,572.0,164090.0,157526.0
2024-06-27T14:00:00,20240627140000,36.5,3.16,273.0,567.0,155274.0,149063.0
2024-06-27T14:10:00,20240627141000,36.5,3.16,268.0,578.0,153197.0,147069.0
2024-06-27T14:20:00,20240627142000,36.5,3.16,261.0,582.0,152123.0,146038.0
2024-06-27T14:30:00,20240627143000,36.3,3.16,267.0,562.0,148639.0,142694.0
2024-06-27T14:40:00,20240627144000,36.2,3.16,246.0,579.0,142101.0,136416.0
2024-06-27T14:50:00,20240627145000,36.0,3.15,225.0,585.0,131579.0,126240.0
2024-06-27T15:00:00,20240627150000,35.9,3.15,227.0,588.0,132394.0,127097.0
2024-06-27T15:10:00,20240627151000,35.7,3.14,208.0,579.0,122254.0,117213.0
2024-06-27T15:20:00,20240627152000,35.5,3.14,195.0,586.0,113718.0,108878.0
2024-06-27T15:30:00,20240627153000,35.4,3.13,185.0,594.0,110376.0,105619.0
2024-06-27T15:40:00,20240627154000,35.2,3.13,166.0,602.0,101455.0,96942.0
2024-06-27T15:50:00,20240627155000,35.0,3.12,163.0,589.0,96450.0,92084.0
2024-06-27T16:00:00,20240627160000,34.9,3.12,148.0,604.0,90600.0,86418.0
2024-06-27T16:10:00,20240627161000,34.7,3.12,139.0,597.0,84498.0,80519.0
2024-06-27T16:20:00,20240627162000,34.5,3.11,99.1,572.0,58884.0,55478.0
2024-06-27T16:30:00,20240627163000,34.4,3.11,72.2,591.0,45096.0,41858.0
2024-06-27T16:40:00,20240627164000,34.1,3.1,69.8,602.0,44789.0,41550.0
2024-06-27T16:50:00,20240627165000,33.9,3.1,91.1,569.0,53788.0,50424.0
2024-06-27T17:00:00,20240627170000,33.6,3.09,105.0,593.0,63882.0,60558.0
2024-06-27T17:10:00,20240627171000,33.4,3.09,97.4,603.0,60577.0,57215.0
2024-06-27T17:20:00,20240627172000,33.1,3.08,72.5,593.0,45526.0,42294.0
2024-06-27T17:30:00,20240627173000,32.9,3.08,48.1,599.0,31731.0,28976.0
2024-06-27T17:40:00,20240627174000,32.7,3.07,29.7,609.0,21271.0,18815.0
2024-06-27T17:50:00,20240627175000,32.4,3.07,23.7,568.0,16009.0,13784.0
2024-06-27T18:00:00,20240627180000,32.2,3.07,24.1,594.0,17053.0,14759.0
2024-06-27T18:10:00,20240627181000,31.9,3.06,27.8,595.0,19628.0,17187.0
2024-06-27T18:20:00,20240627182000,31.7,3.06,23.3,572.0,15788.0,13590.0
2024-06-27T18:30:00,20240627183000,31.4,3.05,15.1,551.0,10017.0,8388.0
2024-06-27T18:40:00,20240627184000,31.0,3.04,10.6,502.0,5211.0,4271.0
2024-06-27T18:50:00,20240627185000,30.7,3.02,2.09,529.0,931.0,752.0
2024-06-27T19:00:00,20240627190000,30.4,3.0,0.0,593.0,131.0,105.0
2024-06-27T19:10:00,20240627191000,30.2,2.99,0.0,603.0,0.0,0.0
2024-06-27T19:20:00,20240627192000,30.0,2.98,0.0,561.0,473.0,380.0
2024-06-27T19:30:00,20240627193000,29.8,2.97,0.0,481.0,87.2,70.0
2024-06-27T19:40:00,20240627194000,29.6,2.97,0.0,123.0,0.0,0.0
2024-06-27T19:50:00,20240627195000,29.4,2.96,0.0,36.7,0.0,0.0
2024-06-27T20:00:00,20240627200000,29.2,2.95,0.0,8.44,0.0,0.0
2024-06-27T20:10:00,20240627201000,29.0,2.95,0.0,2.2,0.0,0.0
2024-06-27T20:20:00,20240627202000,28.8,2.94,0.0,0.35,0.0,0.0
2024-06-27T20:30:00,20240627203000,28.6,2.93,0.0,0.35,0.0,0.0
2024-06-27T20:40:00,20240627204000,28.4,2.93,0.0,0.267,0.0,0.0
2024-06-27T20:50:00,20240627205000,28.2,2.92,0.0,0.816,0.0,0.0
2024-06-27T21:00:00,20240627210000,28.0,2.91,0.0,-0.373,0.0,0.0
2024-06-27T21:10:00,20240627211000,27.8,2.9,0.0,-0.236,0.0,0.0
2024-06-27T21:20:00,20240627212000,27.6,2.9,0.0,1.7,0.0,0.0
2024-06-27T21:30:00,20240627213000,27.4,2.89,0.0,-0.275,0.0,0.0
2024-06-27T21:40:00,20240627214000,27.2,2.88,0.0,-0.275,0.0,0.0
2024-06-27T21:50:00,20240627215000,27.1,2.87,0.0,0.152,0.0,0.0
2024-06-27T22:00:00,20240627220000,26.9,2.87,0.0,1.43,0.0,0.0
2024-06-27T22:10:00,20240627221000,26.7,2.86,0.0,1.43,0.0,0.0
2024-06-27T22:20:00,20240627222000,26.7,2.85,0.0,1.59,0.0,0.0
2024-06-27T22:30:00,20240627223000,26.6,2.84,0.0,1.14,0.0,0.0
2024-06-27T22:40:00,20240627224000,26.5,2.84,0.0,1.02,0.0,0.0
2024-06-27T22:50:00,20240627225000,26.5,2.83,0.0,1.89,0.0,0.0
2024-06-27T23:00:00,20240627230000,26.4,2.82,0.0,1.89,0.0,0.0
2024-06-27T23:10:00,20240627231000,26.3,2.81,0.0,1.65,0.0,0.0
2024-06-27T23:20:00,20240627232000,26.2,2.81,0.0,1.63,0.0,0.0
2024-06-27T23:30:00,20240627233000,26.2,2.8,0.0,1.89,0.0,0.0
2024-06-27T23:40:00,20240627234000,26.0,2.79,0.0,1.83,0.0,0.0
2024-06-27T23:50:00,20240627235000,25.8,2.79,0.0,1.84,0.0,0.0
2024-06-28T00:00:00,20240628000000,25.6,2.79,0.0,2.12,0.0,0.0
2024-06-28T00:10:00,20240628001000,25.5,2.79,0.0,1.21,0.0,0.0
2024-06-28T00:20:00,20240628002000,25.5,2.79,0.0,1.08,0.0,0.0
2024-06-28T00:30:00,20240628003000,25.5,2.79,0.0,0.476,0.0,0.0
2024-06-28T00:40:00,20240628004000,25.5,2.79,0.0,1.28,0.0,0.0
2024-06-28T00:50:00,20240628005000,25.5,2.79,0.0,1.35,0.0,0.0
2024-06-28T01:00:00,20240628010000,25.5,2.79,0.0,-0.181,0.0,0.0
2024-06-28T01:10:00,20240628011000,25.5,2.79,0.0,1.69,0.0,0.0
2024-06-28T01:20:00,20240628012000,25.5,2.79,0.0,1.89,0.0,0.0
2024-06-28T01:30:00,20240628013000,25.5,2.79,0.0,1.67,0.0,0.0
2024-06-28T01:40:00,20240628014000,25.5,2.82,0.0,1.55,0.0,0.0
