Time,sanitized_timestamp_for_iri,s4MMXU.TotW.mag.f
2024-06-28T22:40:00,20240628224000,76568
2024-06-28T22:50:00,20240628225000,72725
2024-06-28T23:00:00,20240628230000,68882
2024-06-28T23:10:00,20240628231000,69695
2024-06-28T23:20:00,20240628232000,66011
2024-06-28T23:30:00,20240628233000,62328
2024-06-28T23:40:00,20240628234000,58645
2024-06-28T23:50:00,20240628235000,54961
2024-06-29T00:00:00,20240629000000,51278
2024-06-29T00:10:00,20240629001000,47595
2024-06-29T00:20:00,20240629002000,43911
2024-06-29T00:30:00,20240629003000,40228
2024-06-29T00:40:00,20240629004000,36545
2024-06-29T00:50:00,20240629005000,32861
2024-06-29T01:00:00,20240629010000,29178
2024-06-29T01:10:00,20240629011000,25495
2024-06-29T01:20:00,20240629012000,21811
2024-06-29T01:30:00,20240629013000,18128
2024-06-29T01:40:00,20240629014000,14445
2024-06-29T01:50:00,20240629015000,10761
2024-06-29T02:00:00,20240629020000,7078
2024-06-29T02:10:00,20240629021000,3395
2024-06-29T02:20:00,20240629022000,968
2024-06-29T02:30:00,20240629023000,4132
2024-06-29T02:40:00,20240629024000,7964
2024-06-29T02:50:00,20240629025000,11796
2024-06-29T03:00:00,20240629030000,15627
2024-06-29T03:10:00,20240629031000,0
2024-06-29T03:20:00,20240629032000,0
2024-06-29T03:30:00,20240629033000,0
2024-06-29T03:40:00,20240629034000,0
2024-06-29T03:50:00,20240629035000,0
2024-06-29T04:00:00,20240629040000,0
2024-06-29T04:10:00,20240629041000,17074
2024-06-29T04:20:00,20240629042000,18615
2024-06-29T04:30:00,20240629043000,20156
2024-06-29T04:40:00,20240629044000,21697
2024-06-29T04:50:00,20240629045000,23238
2024-06-29T05:00:00,20240629050000,24780
2024-06-29T05:10:00,20240629051000,48460
2024-06-29T05:20:00,20240629052000,51297
2024-06-29T05:30:00,20240629053000,54135
2024-06-29T05:40:00,20240629054000,56972
2024-06-29T05:50:00,20240629055000,59810
2024-06-29T06:00:00,20240629060000,62647
2024-06-29T06:10:00,20240629061000,24182
2024-06-29T06:20:00,20240629062000,25230
2024-06-29T06:30:00,20240629063000,26278
2024-06-29T06:40:00,20240629064000,27326
2024-06-29T06:50:00,20240629065000,28373
2024-06-29T07:00:00,20240629070000,29421
2024-06-29T07:10:00,20240629071000,31502
2024-06-29T07:20:00,20240629072000,32585
2024-06-29T07:30:00,20240629073000,33668
2024-06-29T07:40:00,20240629074000,34752
2024-06-29T07:50:00,20240629075000,35835
2024-06-29T08:00:00,20240629080000,36918
2024-06-29T08:10:00,20240629081000,38002
2024-06-29T08:20:00,20240629082000,39085
2024-06-29T08:30:00,20240629083000,40168
2024-06-29T08:40:00,20240629084000,41252
2024-06-29T08:50:00,20240629085000,42335
2024-06-29T09:00:00,20240629090000,43418
2024-06-29T09:10:00,20240629091000,44502
2024-06-29T09:20:00,20240629092000,45585
2024-06-29T09:30:00,20240629093000,46668
2024-06-29T09:40:00,20240629094000,47752
2024-06-29T09:50:00,20240629095000,48835
2024-06-29T10:00:00,20240629100000,49918
2024-06-29T10:10:00,20240629101000,51002
2024-06-29T10:20:00,20240629102000,58860
2024-06-29T10:30:00,20240629103000,96853
2024-06-29T10:40:00,20240629104000,138448
2024-06-29T10:50:00,20240629105000,180043
2024-06-29T11:00:00,20240629110000,221639
2024-06-29T11:10:00,20240629111000,263234
2024-06-29T11:20:00,20240629112000,304829
2024-06-29T11:30:00,20240629113000,346424
2024-06-29T11:40:00,20240629114000,388019
2024-06-29T11:50:00,20240629115000,429614
2024-06-29T12:00:00,20240629120000,471209
2024-06-29T12:10:00,20240629121000,512804
2024-06-29T12:20:00,20240629122000,554399
2024-06-29T12:30:00,20240629123000,595994
2024-06-29T12:40:00,20240629124000,637589
2024-06-29T12:50:00,20240629125000,679184
2024-06-29T13:00:00,20240629130000,720779
2024-06-29T13:10:00,20240629131000,762374
2024-06-29T13:20:00,20240629132000,803969
2024-06-29T13:30:00,20240629133000,845565
2024-06-29T13:40:00,20240629134000,887160
2024-06-29T13:50:00,20240629135000,914080
2024-06-29T14:00:00,20240629140000,909150
2024-06-29T14:10:00,20240629141000,848855
2024-06-29T14:20:00,20240629142000,819076
2024-06-29T14:30:00,20240629143000,789297
2024-06-29T14:40:00,20240629144000,759519
2024-06-29T14:50:00,20240629145000,729740
2024-06-29T15:00:00,20240629150000,699961
2024-06-29T15:10:00,20240629151000,672652
2024-06-29T15:20:00,20240629152000,643171
2024-06-29T15:30:00,20240629153000,613691
2024-06-29T15:40:00,20240629154000,584210
2024-06-29T15:50:00,20240629155000,554729
2024-06-29T16:00:00,20240629160000,525248
2024-06-29T16:10:00,20240629161000,563872
2024-06-29T16:20:00,20240629162000,539159
2024-06-29T16:30:00,20240629163000,514446
2024-06-29T16:40:00,20240629164000,489733
2024-06-29T16:50:00,20240629165000,465020
2024-06-29T17:00:00,20240629170000,440306
2024-06-29T17:10:00,20240629171000,485378
2024-06-29T17:20:00,20240629172000,464105
2024-06-29T17:30:00,20240629173000,442832
2024-06-29T17:40:00,20240629174000,421559
2024-06-29T17:50:00,20240629175000,400286
2024-06-29T18:00:00,20240629180000,379013
2024-06-29T18:10:00,20240629181000,405226
2024-06-29T18:20:00,20240629182000,385759
2024-06-29T18:30:00,20240629183000,366293
2024-06-29T18:40:00,20240629184000,346826
2024-06-29T18:50:00,20240629185000,327360
2024-06-29T19:00:00,20240629190000,307894
2024-06-29T19:10:00,20240629191000,288427
2024-06-29T19:20:00,20240629192000,268961
2024-06-29T19:30:00,20240629193000,249494
2024-06-29T19:40:00,20240629194000,230028
2024-06-29T19:50:00,20240629195000,210562
2024-06-29T20:00:00,20240629200000,191095
2024-06-29T20:10:00,20240629201000,171629
2024-06-29T20:20:00,20240629202000,152162
2024-06-29T20:30:00,20240629203000,132696
2024-06-29T20:40:00,20240629204000,113230
2024-06-29T20:50:00,20240629205000,93763
2024-06-29T21:00:00,20240629210000,74297
2024-06-29T21:10:00,20240629211000,54830
2024-06-29T21:20:00,20240629212000,35364
2024-06-29T21:30:00,20240629213000,15898
2024-06-29T21:40:00,20240629214000,976
2024-06-29T21:50:00,20240629215000,0
2024-06-29T22:00:00,20240629220000,0
2024-06-29T22:10:00,20240629221000,0
2024-06-29T22:20:00,20240629222000,0
2024-06-29T22:30:00,20240629223000,0
2024-06-29T22:40:00,20240629224000,0
2024-06-29T22:50:00,20240629225000,0
2024-06-29T23:00:00,20240629230000,0
2024-06-29T23:10:00,20240629231000,0
2024-06-29T23:20:00,20240629232000,0
2024-06-29T23:30:00,20240629233000,0
2024-06-29T23:40:00,20240629234000,0
2024-06-29T23:50:00,20240629235000,0
2024-06-30T00:00:00,20240630000000,0
2024-06-30T00:10:00,20240630001000,0
2024-06-30T00:20:00,20240630002000,0
2024-06-30T00:30:00,20240630003000,0
2024-06-30T00:40:00,20240630004000,0
2024-06-30T00:50:00,20240630005000,0
2024-06-30T01:00:00,20240630010000,0
2024-06-30T01:10:00,20240630011000,6475
2024-06-30T01:20:00,20240630012000,7006
2024-06-30T01:30:00,20240630013000,7537
2024-06-30T01:40:00,20240630014000,8069
2024-06-30T01:50:00,20240630015000,8600
2024-06-30T02:00:00,20240630020000,9132
2024-06-30T02:10:00,20240630021000,100008
2024-06-30T02:20:00,20240630022000,105508
2024-06-30T02:30:00,20240630023000,111008
2024-06-30T02:40:00,20240630024000,116508
2024-06-30T02:50:00,20240630025000,122008
2024-06-30T03:00:00,20240630030000,127508
2024-06-30T03:10:00,20240630031000,366969
2024-06-30T03:20:00,20240630032000,382144
2024-06-30T03:30:00,20240630033000,397318
2024-06-30T03:40:00,20240630034000,412493
2024-06-30T03:50:00,20240630035000,427667
2024-06-30T04:00:00,20240630040000,442842
2024-06-30T04:10:00,20240630041000,506828
2024-06-30T04:20:00,20240630042000,523620
2024-06-30T04:30:00,20240630043000,540412
2024-06-30T04:40:00,20240630044000,557203
2024-06-30T04:50:00,20240630045000,573995
2024-06-30T05:00:00,20240630050000,590787
2024-06-30T05:10:00,20240630051000,607578
2024-06-30T05:20:00,20240630052000,624370
2024-06-30T05:30:00,20240630053000,641162
2024-06-30T05:40:00,20240630054000,657953
2024-06-30T05:50:00,20240630055000,674745
2024-06-30T06:00:00,20240630060000,691537
2024-06-30T06:10:00,20240630061000,708328
2024-06-30T06:20:00,20240630062000,725120
2024-06-30T06:30:00,20240630063000,741912
2024-06-30T06:40:00,20240630064000,758703
2024-06-30T06:50:00,20240630065000,775495
2024-06-30T07:00:00,20240630070000,792287
2024-06-30T07:10:00,20240630071000,818388
2024-06-30T07:20:00,20240630072000,873054
2024-06-30T07:30:00,20240630073000,929719
2024-06-30T07:40:00,20240630074000,986384
2024-06-30T07:50:00,20240630075000,1043050
2024-06-30T08:00:00,20240630080000,1099715
2024-06-30T08:10:00,20240630081000,885616
2024-06-30T08:20:00,20240630082000,898492
2024-06-30T08:30:00,20240630083000,911367
2024-06-30T08:40:00,20240630084000,924243
2024-06-30T08:50:00,20240630085000,937119
2024-06-30T09:00:00,20240630090000,949995
2024-06-30T09:10:00,20240630091000,985408
2024-06-30T09:20:00,20240630092000,1000134
2024-06-30T09:30:00,20240630093000,1014860
2024-06-30T09:40:00,20240630094000,1029585
2024-06-30T09:50:00,20240630095000,1044311
2024-06-30T10:00:00,20240630100000,1059037
2024-06-30T10:10:00,20240630101000,861880
2024-06-30T10:20:00,20240630102000,864954
2024-06-30T10:30:00,20240630103000,868027
2024-06-30T10:40:00,20240630104000,871100
2024-06-30T10:50:00,20240630105000,874173
2024-06-30T11:00:00,20240630110000,877246
2024-06-30T11:10:00,20240630111000,1322030
2024-06-30T11:20:00,20240630112000,1343368
2024-06-30T11:30:00,20240630113000,1364706
2024-06-30T11:40:00,20240630114000,1386044
2024-06-30T11:50:00,20240630115000,1407383
2024-06-30T12:00:00,20240630120000,1428721
2024-06-30T12:10:00,20240630121000,763214
2024-06-30T12:20:00,20240630122000,761796
2024-06-30T12:30:00,20240630123000,760379
2024-06-30T12:40:00,20240630124000,758961
2024-06-30T12:50:00,20240630125000,757544
2024-06-30T13:00:00,20240630130000,756126
2024-06-30T13:10:00,20240630131000,754709
2024-06-30T13:20:00,20240630132000,753291
2024-06-30T13:30:00,20240630133000,751874
2024-06-30T13:40:00,20240630134000,750456
2024-06-30T13:50:00,20240630135000,749039
2024-06-30T14:00:00,20240630140000,747621
2024-06-30T14:10:00,20240630141000,746204
2024-06-30T14:20:00,20240630142000,744786
2024-06-30T14:30:00,20240630143000,743369
2024-06-30T14:40:00,20240630144000,741951
2024-06-30T14:50:00,20240630145000,740533
2024-06-30T15:00:00,20240630150000,739116
2024-06-30T15:10:00,20240630151000,728862
2024-06-30T15:20:00,20240630152000,699318
2024-06-30T15:30:00,20240630153000,669098
2024-06-30T15:40:00,20240630154000,638878
2024-06-30T15:50:00,20240630155000,608658
2024-06-30T16:00:00,20240630160000,578439
2024-06-30T16:10:00,20240630161000,579274
2024-06-30T16:20:00,20240630162000,553996
2024-06-30T16:30:00,20240630163000,528719
2024-06-30T16:40:00,20240630164000,503441
2024-06-30T16:50:00,20240630165000,478164
2024-06-30T17:00:00,20240630170000,452887
2024-06-30T17:10:00,20240630171000,480534
2024-06-30T17:20:00,20240630172000,459565
2024-06-30T17:30:00,20240630173000,438596
2024-06-30T17:40:00,20240630174000,417628
2024-06-30T17:50:00,20240630175000,396659
2024-06-30T18:00:00,20240630180000,375690
2024-06-30T18:10:00,20240630181000,410553
2024-06-30T18:20:00,20240630182000,392638
2024-06-30T18:30:00,20240630183000,374723
2024-06-30T18:40:00,20240630184000,356808
2024-06-30T18:50:00,20240630185000,338893
2024-06-30T19:00:00,20240630190000,320978
2024-06-30T19:10:00,20240630191000,358364
2024-06-30T19:20:00,20240630192000,342727
2024-06-30T19:30:00,20240630193000,327089
2024-06-30T19:40:00,20240630194000,311451
2024-06-30T19:50:00,20240630195000,295813
2024-06-30T20:00:00,20240630200000,280176
2024-06-30T20:10:00,20240630201000,264538
2024-06-30T20:20:00,20240630202000,248900
2024-06-30T20:30:00,20240630203000,233263
2024-06-30T20:40:00,20240630204000,217625
2024-06-30T20:50:00,20240630205000,201987
2024-06-30T21:00:00,20240630210000,186349
2024-06-30T21:10:00,20240630211000,170712
2024-06-30T21:20:00,20240630212000,155074
2024-06-30T21:30:00,20240630213000,139436
2024-06-30T21:40:00,20240630214000,123799
2024-06-30T21:50:00,20240630215000,108161
2024-06-30T22:00:00,20240630220000,92523
2024-06-30T22:10:00,20240630221000,76885
2024-06-30T22:20:00,20240630222000,61248
2024-06-30T22:30:00,20240630223000,45610
2024-06-30T22:40:00,20240630224000,29972
2024-06-30T22:50:00,20240630225000,14335
2024-06-30T23:00:00,20240630230000,1357
2024-06-30T23:10:00,20240630231000,0
2024-06-30T23:20:00,20240630232000,0
2024-06-30T23:30:00,20240630233000,0
2024-06-30T23:40:00,20240630234000,0
2024-06-30T23:50:00,20240630235000,0
2024-07-01T00:00:00,20240701000000,0
2024-07-01T00:10:00,20240701001000,0
2024-07-01T00:20:00,20240701002000,0
