Time,sanitized_timestamp_for_iri,s4MMDC.Amp.mag.f
2024-06-26T15:30:00,20240626153000,39.6
2024-06-26T15:40:00,20240626154000,37.0
2024-06-26T15:50:00,20240626155000,34.8
2024-06-26T16:00:00,20240626160000,32.2
2024-06-26T16:10:00,20240626161000,28.4
2024-06-26T16:20:00,20240626162000,26.3
2024-06-26T16:30:00,20240626163000,23.3
2024-06-26T16:40:00,20240626164000,20.1
2024-06-26T16:50:00,20240626165000,18.5
2024-06-26T17:00:00,20240626170000,16.3
2024-06-26T17:10:00,20240626171000,14.4
2024-06-26T17:20:00,20240626172000,12.4
2024-06-26T17:30:00,20240626173000,10.3
2024-06-26T17:40:00,20240626174000,8.26
2024-06-26T17:50:00,20240626175000,6.27
2024-06-26T18:00:00,20240626180000,4.86
2024-06-26T18:10:00,20240626181000,3.58
2024-06-26T18:20:00,20240626182000,2.32
2024-06-26T18:30:00,20240626183000,2.61
2024-06-26T18:40:00,20240626184000,2.14
2024-06-26T18:50:00,20240626185000,0.8
2024-06-26T19:00:00,20240626190000,0.424
2024-06-26T19:10:00,20240626191000,0.4
2024-06-26T19:20:00,20240626192000,0.381
2024-06-26T19:30:00,20240626193000,0.362
2024-06-26T19:40:00,20240626194000,0.343
2024-06-26T19:50:00,20240626195000,0.324
2024-06-26T20:00:00,20240626200000,0.305
2024-06-26T20:10:00,20240626201000,0.286
2024-06-26T20:20:00,20240626202000,0.267
2024-06-26T20:30:00,20240626203000,0.248
2024-06-26T20:40:00,20240626204000,0.229
2024-06-26T20:50:00,20240626205000,0.21
2024-06-26T21:00:00,20240626210000,0.191
2024-06-26T21:10:00,20240626211000,0.172
2024-06-26T21:20:00,20240626212000,0.153
2024-06-26T21:30:00,20240626213000,0.134
2024-06-26T21:40:00,20240626214000,0.115
2024-06-26T21:50:00,20240626215000,0.0957
2024-06-26T22:00:00,20240626220000,0.0767
2024-06-26T22:10:00,20240626221000,0.0577
2024-06-26T22:20:00,20240626222000,0.0386
2024-06-26T22:30:00,20240626223000,0.0196
2024-06-26T22:40:00,20240626224000,0.000577
2024-06-26T22:50:00,20240626225000,0.0197
2024-06-26T23:00:00,20240626230000,0.268
2024-06-26T23:10:00,20240626231000,0.494
2024-06-26T23:20:00,20240626232000,0.514
2024-06-26T23:30:00,20240626233000,0.516
2024-06-26T23:40:00,20240626234000,0.519
2024-06-26T23:50:00,20240626235000,0.521
2024-06-27T00:00:00,20240627000000,0.523
2024-06-27T00:10:00,20240627001000,0.526
2024-06-27T00:20:00,20240627002000,0.528
2024-06-27T00:30:00,20240627003000,0.53
2024-06-27T00:40:00,20240627004000,0.533
2024-06-27T00:50:00,20240627005000,0.535
2024-06-27T01:00:00,20240627010000,0.537
2024-06-27T01:10:00,20240627011000,0.501
2024-06-27T01:20:00,20240627012000,0.5
2024-06-27T01:30:00,20240627013000,0.499
2024-06-27T01:40:00,20240627014000,0.498
2024-06-27T01:50:00,20240627015000,0.497
2024-06-27T02:00:00,20240627020000,0.496
2024-06-27T02:10:00,20240627021000,0.495
2024-06-27T02:20:00,20240627022000,0.494
2024-06-27T02:30:00,20240627023000,0.493
2024-06-27T02:40:00,20240627024000,0.492
2024-06-27T02:50:00,20240627025000,0.492
2024-06-27T03:00:00,20240627030000,0.491
2024-06-27T03:10:00,20240627031000,0.49
2024-06-27T03:20:00,20240627032000,0.489
2024-06-27T03:30:00,20240627033000,0.488
2024-06-27T03:40:00,20240627034000,0.487
2024-06-27T03:50:00,20240627035000,0.486
2024-06-27T04:00:00,20240627040000,0.485
2024-06-27T04:10:00,20240627041000,0.484
2024-06-27T04:20:00,20240627042000,0.484
2024-06-27T04:30:00,20240627043000,0.483
2024-06-27T04:40:00,20240627044000,0.482
2024-06-27T04:50:00,20240627045000,0.481
2024-06-27T05:00:00,20240627050000,0.48
2024-06-27T05:10:00,20240627051000,2.53
2024-06-27T05:20:00,20240627052000,3.09
2024-06-27T05:30:00,20240627053000,3.83
2024-06-27T05:40:00,20240627054000,4.58
2024-06-27T05:50:00,20240627055000,5.34
2024-06-27T06:00:00,20240627060000,6.63
2024-06-27T06:10:00,20240627061000,8.28
2024-06-27T06:20:00,20240627062000,10.0
2024-06-27T06:30:00,20240627063000,12.0
2024-06-27T06:40:00,20240627064000,14.6
2024-06-27T06:50:00,20240627065000,16.4
2024-06-27T07:00:00,20240627070000,18.8
2024-06-27T07:10:00,20240627071000,21.2
2024-06-27T07:20:00,20240627072000,23.8
2024-06-27T07:30:00,20240627073000,26.0
2024-06-27T07:40:00,20240627074000,28.8
2024-06-27T07:50:00,20240627075000,31.3
2024-06-27T08:00:00,20240627080000,33.9
2024-06-27T08:10:00,20240627081000,35.9
2024-06-27T08:20:00,20240627082000,38.4
2024-06-27T08:30:00,20240627083000,40.7
2024-06-27T08:40:00,20240627084000,42.9
2024-06-27T08:50:00,20240627085000,44.7
2024-06-27T09:00:00,20240627090000,46.5
2024-06-27T09:10:00,20240627091000,48.0
2024-06-27T09:20:00,20240627092000,49.6
2024-06-27T09:30:00,20240627093000,51.4
2024-06-27T09:40:00,20240627094000,53.2
2024-06-27T09:50:00,20240627095000,55.3
2024-06-27T10:00:00,20240627100000,56.6
2024-06-27T10:10:00,20240627101000,58.0
2024-06-27T10:20:00,20240627102000,59.0
2024-06-27T10:30:00,20240627103000,60.2
2024-06-27T10:40:00,20240627104000,61.0
2024-06-27T10:50:00,20240627105000,61.8
2024-06-27T11:00:00,20240627110000,63.2
2024-06-27T11:10:00,20240627111000,63.5
2024-06-27T11:20:00,20240627112000,64.0
2024-06-27T11:30:00,20240627113000,63.9
2024-06-27T11:40:00,20240627114000,64.7
2024-06-27T11:50:00,20240627115000,64.5
2024-06-27T12:00:00,20240627120000,64.4
2024-06-27T12:10:00,20240627121000,64.4
2024-06-27T12:20:00,20240627122000,64.0
2024-06-27T12:30:00,20240627123000,63.6
2024-06-27T12:40:00,20240627124000,63.5
2024-06-27T12:50:00,20240627125000,62.7
2024-06-27T13:00:00,20240627130000,61.9
2024-06-27T13:10:00,20240627131000,61.2
2024-06-27T13:20:00,20240627132000,60.5
2024-06-27T13:30:00,20240627133000,59.8
2024-06-27T13:40:00,20240627134000,58.1
2024-06-27T13:50:00,20240627135000,55.4
2024-06-27T14:00:00,20240627140000,52.9
2024-06-27T14:10:00,20240627141000,51.6
2024-06-27T14:20:00,20240627142000,50.3
2024-06-27T14:30:00,20240627143000,51.1
2024-06-27T14:40:00,20240627144000,46.7
2024-06-27T14:50:00,20240627145000,43.6
2024-06-27T15:00:00,20240627150000,43.6
2024-06-27T15:10:00,20240627151000,40.4
2024-06-27T15:20:00,20240627152000,37.3
2024-06-27T15:30:00,20240627153000,35.5
2024-06-27T15:40:00,20240627154000,32.0
2024-06-27T15:50:00,20240627155000,31.6
2024-06-27T16:00:00,20240627160000,28.7
2024-06-27T16:10:00,20240627161000,26.3
2024-06-27T16:20:00,20240627162000,19.3
2024-06-27T16:30:00,20240627163000,14.2
2024-06-27T16:40:00,20240627164000,13.6
2024-06-27T16:50:00,20240627165000,18.1
2024-06-27T17:00:00,20240627170000,20.1
2024-06-27T17:10:00,20240627171000,19.0
2024-06-27T17:20:00,20240627172000,13.9
2024-06-27T17:30:00,20240627173000,9.55
2024-06-27T17:40:00,20240627174000,6.13
2024-06-27T17:50:00,20240627175000,5.38
2024-06-27T18:00:00,20240627180000,5.18
2024-06-27T18:10:00,20240627181000,5.19
2024-06-27T18:20:00,20240627182000,4.18
2024-06-27T18:30:00,20240627183000,2.99
2024-06-27T18:40:00,20240627184000,2.05
2024-06-27T18:50:00,20240627185000,1.14
2024-06-27T19:00:00,20240627190000,0.903
2024-06-27T19:10:00,20240627191000,1.2
2024-06-27T19:20:00,20240627192000,1.39
2024-06-27T19:30:00,20240627193000,0.348
2024-06-27T19:40:00,20240627194000,0.13
2024-06-27T19:50:00,20240627195000,0.133
2024-06-27T20:00:00,20240627200000,0.137
2024-06-27T20:10:00,20240627201000,0.14
2024-06-27T20:20:00,20240627202000,0.144
2024-06-27T20:30:00,20240627203000,0.147
2024-06-27T20:40:00,20240627204000,0.151
2024-06-27T20:50:00,20240627205000,0.154
2024-06-27T21:00:00,20240627210000,0.158
2024-06-27T21:10:00,20240627211000,0.161
2024-06-27T21:20:00,20240627212000,0.165
2024-06-27T21:30:00,20240627213000,0.168
2024-06-27T21:40:00,20240627214000,0.172
2024-06-27T21:50:00,20240627215000,0.175
2024-06-27T22:00:00,20240627220000,0.179
2024-06-27T22:10:00,20240627221000,0.182
2024-06-27T22:20:00,20240627222000,0.186
2024-06-27T22:30:00,20240627223000,0.189
2024-06-27T22:40:00,20240627224000,0.193
2024-06-27T22:50:00,20240627225000,0.196
2024-06-27T23:00:00,20240627230000,0.2
2024-06-27T23:10:00,20240627231000,0.203
2024-06-27T23:20:00,20240627232000,0.207
2024-06-27T23:30:00,20240627233000,0.184
2024-06-27T23:40:00,20240627234000,0.143
2024-06-27T23:50:00,20240627235000,0.102
2024-06-28T00:00:00,20240628000000,0.0936
2024-06-28T00:10:00,20240628001000,0.108
2024-06-28T00:20:00,20240628002000,0.122
2024-06-28T00:30:00,20240628003000,0.136
2024-06-28T00:40:00,20240628004000,0.151
2024-06-28T00:50:00,20240628005000,0.165
2024-06-28T01:00:00,20240628010000,0.179
2024-06-28T01:10:00,20240628011000,0.257
2024-06-28T01:20:00,20240628012000,0.279
2024-06-28T01:30:00,20240628013000,0.302
2024-06-28T01:40:00,20240628014000,0.324
2024-06-28T01:50:00,20240628015000,0.347
2024-06-28T02:00:00,20240628020000,0.369
2024-06-28T02:10:00,20240628021000,0.392
2024-06-28T02:20:00,20240628022000,0.415
2024-06-28T02:30:00,20240628023000,0.437
2024-06-28T02:40:00,20240628024000,0.46
2024-06-28T02:50:00,20240628025000,0.482
2024-06-28T03:00:00,20240628030000,0.505
2024-06-28T03:10:00,20240628031000,0.527
2024-06-28T03:20:00,20240628032000,0.55
2024-06-28T03:30:00,20240628033000,0.573
