Time,sanitized_timestamp_for_iri,s4MMET.POAInsol1.mag.f,s4PVSTMP.Tmp.mag.f
2024-06-26T15:29:00,20240626152900,0.793,30.3
2024-06-26T15:40:00,20240626154000,0.178,28.5
2024-06-26T15:49:00,20240626154900,0.111,41.5
2024-06-26T16:00:00,20240626160000,0.151,37.5
2024-06-26T16:09:00,20240626160900,0.101,38.5
